Ticker,Debt/Capital Last Year (%),% Assets in Top 10 Holdings,3-year Annualized Return vs. S&P500,Outperform / Underperform
TMVIX,41.11,43.47,-3.5000000000000013,0
REQSX,45.23,21.16,-4.960000000000001,0
KNGIX,47.51,17.84,-3.870000000000001,0
MOATX,33.72,40.69,-7.85,0
RDLCX,47.11,45.88,2.1599999999999984,1
CBLSX,41.77,29.69,-5.340000000000002,0
MAGLX,45.27,47.71,11.990000000000002,1
GTSAX,39.16,14.9,9.260000000000002,1
LSRIX,44.18,25.15,-10.6,0
VHYAX,49.18,24.2,-5.800000000000002,0
NGRDX,38.26,31.64,6.879999999999999,1
HSUAX,46.44,43.91,8.98,1
GAEGX,42.96,43.1,7.050000000000002,1
CGFAX,41.62,35.89,6.539999999999999,1
GGOAX,44.24,21.52,8.529999999999998,1
ATISX,59.77,59.42,-5.4300000000000015,0
WMGAX,31.11,26.98,13.63,1
PQNAX,43.95,16.58,-9.68,0
UMLGX,38.75,41.53,9.04,1
FISTX,37.96,19.7,-11.54,0
VSIIX,44.27,4.9,-5.38,0
OALGX,40.74,41.85,5.429999999999998,1
JDERX,37.54,20.93,7.679999999999996,1
IMPAX,29.72,18.07,12.11,1
PZFVX,46.78,39.39,-12.9,0
IYMIX,31.11,26.98,14.52,1
ATGCX,53.6,18.76,-5.740000000000001,0
JDCAX,42.87,48.44,9.659999999999997,1
ORSIX,34.15,16.29,2.6899999999999995,1
GVCIX,43.97,53.95,-6.710000000000001,0
DDDCX,53.74,43.16,-4.790000000000001,0
FSIUX,50.29,27.9,-7.440000000000001,0
MGTIX,42.15,42.39,6.949999999999998,1
PGOEX,45.06,50.33,11.13,1
OCRDX,51.46,35.13,-3.4300000000000006,0
HLQVX,50.48,29.58,-6.210000000000001,0
SOPYX,50.45,33.57,-2.6100000000000008,0
ECMGX,33.24,23.63,-2.8100000000000005,0
CGWRX,42.96,43.1,6.5,1
CVERX,46.28,27.66,-4.750000000000001,0
USLUX,46.82,44.29,-5.580000000000001,0
IATCX,40.45,45.39,7.080000000000003,1
CRRYX,43.46,13.42,-5.9700000000000015,0
TSMVX,40.45,14.69,-6.130000000000001,0
JGRQX,32.5,15.75,15.46,1
DCLVX,45.02,23.57,-9.31,0
LCLAX,45.89,25.59,19.72,1
PMBSX,53.61,29.55,2.02,1
VLCAX,45.4,26.06,2.8099999999999987,1
MMEYX,42.18,11.18,-9.53,0
OBSOX,38.24,26.47,4.809999999999999,1
SDVAX,50.07,29.14,-6.840000000000002,0
BRWIX,37.16,28.78,4.34,1
OAYMX,49.08,32.11,-5.4,0
IJMIX,44.52,15.62,-7.700000000000001,0
LBRIX,50.45,33.57,-3.1700000000000017,0
VYSGX,41.19,12.06,-5.2200000000000015,0
TCVIX,45.65,21.45,-7.260000000000002,0
MAMVX,43.96,25.7,-7.450000000000001,0
NMANX,40.72,17.59,7.43,1
CUHIX,43.82,3.34,-3.0900000000000007,0
KDHAX,45.99,27.66,-7.820000000000001,0
VSGIX,36.64,7.35,8.96,1
VADRX,47.17,3.55,-2.87,0
RSEFX,14.25,40.93,-8.430000000000001,0
IAXSX,39.71,12.8,7.07,1
JVLCX,43.73,26.16,-10.56,0
PYVLX,52.89,21.59,-5.7200000000000015,0
BIRIX,44.25,24.54,2.539999999999999,1
RUNTX,38.21,9.71,-3.1700000000000013,0
WGICX,30.18,25.07,24.44,1
MXHAX,51.39,18.96,-6.290000000000001,0
MLUNX,41.79,20.83,-9.23,0
IMCEX,31.11,26.98,13.47,1
HRMDX,42.27,33.59,-5.760000000000002,0
BMPEX,53.46,57.66,-4.130000000000001,0
LOMGX,42.42,19.25,9.46,1
CHCCX,34.76,18.03,10.299999999999997,1
VYCCX,51.65,12.19,-2.08,0
PSVDX,42.61,9.06,-12.25,0
MXNSX,35.81,6.16,-2.1900000000000013,0
FVSKX,57.97,18.73,-4.670000000000001,0
RSEGX,39.82,20.52,7.3900000000000015,1
PQMQX,41.14,30.2,-11.36,0
CFAGX,40.38,14.86,4.940000000000001,1
AZSCX,27.11,13.93,-5.750000000000001,0
LMPSX,39.97,25.79,12.729999999999995,1
TFCGX,30.13,33.37,24.42,1
HFMCX,40.51,19.31,2.459999999999999,1
HMDFX,40.51,19.31,3.2399999999999984,1
TCVAX,45.65,21.45,-8.05,0
BRSSX,38.21,14.8,-4.410000000000001,0
GINDX,46.61,14.49,-5.760000000000002,0
HDGSX,46.77,29.96,-4.050000000000002,0
IGOWX,45.13,48.25,6.370000000000001,1
MCMAX,38.14,19.77,-2.460000000000001,0
AELSX,38.95,35.9,5.9899999999999975,1
ABCRX,45.8,43.08,-2.120000000000001,0
TALCX,43.71,32.52,-9.45,0
JSVUX,41.18,8.28,-6.490000000000001,0
VSSBX,40.87,8.45,-3.7600000000000007,0
MMSCX,36.16,6.94,-2.1700000000000017,0
TOCQX,45.09,37.99,-2.42,0
PNERX,48.67,31.55,-10.61,0
VYMQX,39.72,8.59,-5.9300000000000015,0
FAOFX,37.62,33.51,28.84,1
VHDIX,46.09,14.05,-4.69,0
WSHCX,46.39,30.64,-4.7200000000000015,0
PGODX,45.06,50.33,10.9,1
PKARX,40.45,13.19,-8.97,0
USGLX,41.1,43.85,8.560000000000002,1
BRSYX,38.21,14.8,-3.2100000000000013,0
TQAAX,36.18,8.64,2.16,1
VYMSX,39.72,8.59,-5.420000000000001,0
HLSCX,44.66,31.27,-6.290000000000001,0
WAMFX,41.05,19.01,-2.5700000000000003,0
SSHVX,43.45,33.15,-7.300000000000002,0
MMMMX,42.18,11.18,-9.15,0
LMOFX,52.52,38.73,8.639999999999997,1
POGAX,45.06,50.33,10.32,1
AMVYX,41.78,20.7,-7.120000000000001,0
BRLVX,45.66,15.96,-10.23,0
RIVSX,28.39,37.2,3.799999999999999,1
MDVWX,49.81,27.2,-5.32,0
FLVEX,43.77,17.18,-5.8100000000000005,0
LBFIX,45.89,25.59,20.38,1
JSVSX,39.25,25.77,-8.170000000000002,0
PEIYX,51.57,25.41,-3.810000000000001,0
BTSMX,39.52,21.24,-2.930000000000001,0
VEVYX,41.46,19.81,-3.94,0
JGRTX,43.55,23.14,2.8999999999999986,1
MWMZX,47.37,27.12,2.1599999999999984,1
EPGCX,36.29,45.29,9.12,1
THBIX,36.88,22.62,2.229999999999998,1
HIAGX,44.66,31.27,2.6999999999999997,1
STCAX,46.27,51.14,7.93,1
FDEIX,50.9,37.79,-3.4200000000000013,0
CSSZX,39.69,28.48,-6.48,0
CLSUX,45.78,30.99,8.990000000000002,1
FRCSX,35.23,25.89,-4.7200000000000015,0
LSHCX,19.57,89.05,-4.73,0
MSAIX,46.88,27.51,-9.19,0
DCGVX,46.06,26.9,-8.610000000000001,0
LSCRX,40.2,13.17,-8.850000000000003,0
IAUYX,50.29,27.9,-7.57,0
NMCIX,45.01,25.87,5.01,1
FASPX,57.97,18.73,-5.990000000000001,0
VYMRX,39.72,8.59,-6.94,0
GLCRX,43.94,45.77,3.92,1
HDPMX,43.02,37.8,-9.57,0
HRMGX,41.48,30.85,16.349999999999998,1
HFDSX,40.2,18.91,-5.17,0
TQSMX,40.43,6.02,-2.9200000000000013,0
DHPAX,46.51,29.74,-8.47,0
NDVVX,44.04,15.25,-3.4400000000000013,0
SNWIX,43.75,38.11,-6.000000000000001,0
QDVAX,57.36,46.11,-8.06,0
WPSGX,47.96,63.01,5.939999999999998,1
PMFMX,40.46,9.38,-3.25,0
CSCCX,33.11,22.55,-2.6900000000000004,0
NEAMX,38.57,32.62,-10.59,0
CLIFX,48.67,37.21,-3.200000000000001,0
FMIQX,47.25,45.14,-3.6700000000000013,0
GCCEX,47.46,29.3,-9.490000000000002,0
WENRX,33.07,25.97,14.22,1
RWMFX,46.39,30.64,-2.630000000000001,0
PYODX,48.07,43.43,3.78,1
PSGCX,29.37,53.07,14.189999999999998,1
DGEFX,48.02,32.2,-8.22,0
ASQGX,39.1,9.78,-4.210000000000001,0
IASCX,41.14,12.03,-5.8100000000000005,0
MSSMX,28.51,54.47,49.73,1
ZVNBX,39.47,50.07,33.870000000000005,1
CICCX,45.93,34.18,-4.510000000000002,0
WDSAX,35.14,8.15,-5.23,0
MDKYX,40.51,7.55,-2.8300000000000014,0
LEISX,46.51,25.74,-8.33,0
MMQTX,39.07,16.88,-7.31,0
RMFCX,48.98,23.07,-5.380000000000001,0
ATIYX,59.77,59.42,-5.760000000000002,0
TGVYX,40.87,44.13,8.349999999999998,1
DCGTX,30.3,44.27,18.07,1
ABCAX,45.8,43.08,-2.8400000000000007,0
FIDLX,50.88,37.56,-2.860000000000001,0
HNMDX,42.27,33.59,-5.260000000000002,0
FDMLX,39.16,27.05,-4.12,0
FLCSX,50.9,37.97,-3.08,0
PRNHX,36.88,23.7,17.179999999999996,1
GGCRX,38.04,49.21,7.719999999999999,1
PFDAX,42.07,14.53,-5.6400000000000015,0
FDFFX,45.99,34.51,2.17,1
SDFSX,38.97,21.65,-4.65,0
PMJIX,46.75,12.57,-3.8300000000000014,0
CUURX,31.89,10.49,-7.5,0
HSPGX,35.1,21.36,5.52,1
IACIX,41.92,14.31,-6.23,0
PRMRX,39.89,22.58,11.15,1
KNPYX,28.61,63.01,-3.43,0
BVEIX,44.0,30.23,-8.63,0
AVPAX,39.08,11.91,-8.370000000000001,0
EAPDX,41.39,6.72,-7.3900000000000015,0
ITGIX,38.78,44.38,7.479999999999998,1
NEJCX,42.78,31.14,-8.200000000000001,0
RYDVX,29.98,34.63,-8.63,0
MDPIX,40.61,5.46,-5.95,0
NDVSX,44.04,15.25,-4.7,0
PIEMX,46.08,26.38,-4.75,0
JSPJX,46.16,51.28,5.809999999999999,1
MIISX,51.82,37.09,-7.620000000000001,0
JMUEX,46.67,40.08,3.729999999999999,1
SAGAX,38.64,49.52,34.629999999999995,1
JRAAX,43.02,49.6,6.870000000000001,1
ADNCX,30.68,52.72,35.28,1
GSGCX,46.54,26.81,-7.760000000000002,0
PFAAX,44.13,24.39,-7.030000000000001,0
MFELX,40.32,43.55,6.440000000000001,1
LADCX,30.88,17.28,21.9,1
GSSCX,38.48,10.33,-10.260000000000002,0
AGFKX,30.26,37.25,8.220000000000002,1
FCPVX,41.03,19.68,-5.540000000000001,0
WEQCX,42.35,28.72,-8.45,0
SDGAX,42.46,40.52,9.22,1
GLCCX,43.94,45.77,2.84,1
MIGFX,42.15,42.39,6.440000000000001,1
MCVIX,43.82,11.35,-5.280000000000001,0
FADAX,48.03,24.26,-5.630000000000001,0
PIORX,48.07,43.43,2.380000000000001,1
MSVSX,41.2,12.21,-7.350000000000001,0
TASMX,40.45,14.69,-6.15,0
BPEQX,39.74,40.72,2.9700000000000006,1
JSGAX,41.11,48.66,5.809999999999999,1
CGPFX,40.72,100.01,2.039999999999999,1
DFCIX,35.43,39.08,22.52,1
JHBCX,36.48,48.03,6.629999999999999,1
PSLAX,41.64,15.3,-9.55,0
NRMGX,40.72,17.59,8.04,1
FMIUX,41.09,42.42,-5.190000000000001,0
PMDHX,38.85,25.95,-10.17,0
VHCAX,42.19,28.97,3.4000000000000004,1
PAPPX,37.75,51.18,3.67,1
VSFSX,43.2,18.19,-8.110000000000001,0
BRSHX,38.21,14.8,-5.440000000000001,0
CTVAX,29.51,58.07,-14.31,0
CLWFX,42.96,43.1,7.689999999999998,1
BIRKX,44.25,24.54,2.67,1
FRMCX,31.62,22.13,-8.780000000000001,0
CDCRX,46.43,18.91,-9.21,0
VSVGX,44.86,30.32,-4.790000000000001,0
BMSRX,40.47,16.5,-5.57,0
IPMIX,39.69,9.37,-5.2,0
VIGIX,43.34,45.19,10.55,1
JPEAX,46.65,43.21,2.09,1
KNGCX,47.51,17.84,-5.98,0
EACPX,39.42,49.39,5.8599999999999985,1
MBCLX,38.89,42.18,5.7499999999999964,1
JLVMX,50.48,29.58,-5.6800000000000015,0
CGRIX,38.6,43.72,5.030000000000001,1
FSTUX,50.29,27.9,-8.080000000000002,0
GOGFX,31.18,15.2,-5.3100000000000005,0
EAFGX,39.76,48.01,9.09,1
WFMDX,43.31,27.55,-5.91,0
TSWEX,45.01,35.72,-4.5600000000000005,0
PRNIX,43.95,16.58,-8.98,0
VDSCX,44.89,30.44,-5.53,0
OMYGX,40.22,5.28,-3.8000000000000007,0
PNOYX,48.28,35.23,6.699999999999998,1
IMPLX,29.69,36.9,11.2,1
FKDNX,36.66,28.08,16.21,1
HFLGX,54.6,26.15,-5.8900000000000015,0
WWSMX,39.43,20.32,-4.500000000000001,0
USCAX,36.23,8.43,2.1399999999999992,1
PBSRX,34.66,45.6,10.77,1
LSIFX,43.08,54.69,-2.200000000000001,0
RWMEX,46.39,30.64,-3.240000000000001,0
EBCVX,43.82,11.35,-6.2200000000000015,0
ANOAX,41.98,13.37,12.43,1
NBRVX,50.65,31.29,-13.22,0
HWCIX,49.24,34.66,-9.15,0
WIAEX,38.11,30.7,18.53,1
JMVIX,42.24,27.94,-8.71,0
FVCSX,57.97,18.73,-7.160000000000001,0
AFNIX,52.43,35.85,-3.370000000000001,0
BRUEX,46.17,20.55,-9.4,0
HFMSX,40.51,19.31,2.379999999999999,1
CVLFX,45.19,37.78,-8.59,0
NEFJX,42.78,31.14,-6.65,0
WFGDX,34.62,25.22,14.829999999999998,1
FFTYX,38.32,26.09,8.55,1
KSOCX,27.96,84.32,-4.82,0
TSCPX,32.66,15.82,7.349999999999998,1
BUFTX,41.99,16.79,5.479999999999999,1
GSVSX,45.96,23.48,-7.57,0
WECCX,45.5,47.94,8.0,1
KMVAX,46.06,39.85,-10.8,0
NBMTX,40.72,17.59,7.289999999999999,1
NLACX,47.92,30.52,-5.870000000000001,0
MPGSX,41.38,42.68,5.329999999999998,1
HBGIX,44.66,31.27,2.16,1
RCSIX,33.98,33.42,-9.42,0
LVPIX,46.72,20.77,-8.850000000000003,0
UGLSX,41.1,43.85,9.34,1
LGLAX,37.03,33.77,19.67,1
PCLCX,40.83,37.27,7.440000000000001,1
SLCVX,40.67,44.77,-2.99,0
BWLCX,45.66,15.96,-12.39,0
BLCRX,46.64,23.54,-7.850000000000001,0
PFEAX,42.66,15.43,-10.75,0
VSMPX,44.62,22.34,2.75,1
BRGAX,45.05,23.99,2.03,1
TDFCX,44.63,32.97,-14.010000000000002,0
RHJMX,34.56,22.97,-4.170000000000001,0
JGSMX,32.5,15.75,16.6,1
LAMPX,49.18,29.38,-2.4400000000000013,0
AZSYX,27.11,13.93,-3.5800000000000014,0
FBLEX,48.91,18.24,-5.530000000000001,0
LMPFX,43.08,54.69,-3.03,0
JDVWX,43.73,26.16,-8.32,0
TRUZX,36.88,23.7,18.95,1
JUEQX,46.67,40.08,3.43,1
WFDEX,40.33,100.0,-4.040000000000001,0
PYCGX,46.0,22.88,-10.32,0
VGIFX,46.29,21.31,-5.23,0
ACIIX,43.44,31.07,-5.840000000000002,0
SUSSX,44.96,31.82,3.18,1
CRIEX,43.57,32.97,-5.790000000000001,0
SVAAX,50.79,41.9,-11.08,0
CASTX,33.72,40.69,-9.88,0
WWNPX,28.61,63.01,-3.86,0
GCSCX,37.57,7.52,-5.87,0
TINRX,44.54,22.34,2.03,1
BMSSX,40.47,16.5,-4.550000000000002,0
HICGX,49.02,31.74,-6.750000000000001,0
GCSAX,37.57,7.52,-4.32,0
FIMPX,37.76,16.92,11.28,1
JIGAX,46.87,43.29,3.28,1
DVLCX,42.66,23.9,-7.250000000000001,0
SVFKX,53.57,52.88,-3.0,0
ACMYX,48.49,18.37,-11.17,0
SGGIX,41.77,49.02,11.0,1
VADAX,47.17,3.55,-2.3400000000000007,0
PTMAX,44.07,28.64,-2.4800000000000013,0
ZVNIX,39.47,50.07,34.540000000000006,1
WPCSX,47.96,63.01,3.77,1
MAPPX,35.97,53.17,16.72,1
MEFFX,45.21,17.04,3.219999999999999,1
GTTRX,39.66,8.51,-7.98,0
BUIEX,43.41,41.78,5.169999999999998,1
CSSAX,35.71,22.87,5.6599999999999975,1
VSSCX,40.87,8.45,-2.8500000000000005,0
MRSNX,35.91,10.68,-9.47,0
AASRX,39.08,11.91,-7.6400000000000015,0
HTSCX,40.27,19.35,-8.13,0
MMGFX,45.27,47.71,11.619999999999996,1
BAFMX,42.34,28.8,8.329999999999998,1
VYSDX,41.19,12.06,-5.620000000000001,0
PMVQX,41.96,10.63,-14.04,0
ECVLX,46.53,29.38,-8.290000000000001,0
PICMX,40.67,33.23,20.26,1
VCSVX,42.15,7.75,-8.170000000000002,0
WPVIX,41.0,42.1,-5.15,0
BLUEX,34.6,36.24,6.209999999999997,1
GFVUX,46.84,36.77,-4.040000000000001,0
ALCFX,40.52,52.98,9.86,1
VHDRX,46.09,14.05,-4.66,0
TVIRX,42.37,47.28,-3.910000000000001,0
IRGVX,41.47,11.72,6.399999999999999,1
DGAGX,40.73,45.44,2.6599999999999984,1
RWMCX,46.39,30.64,-3.8800000000000012,0
IJSTX,41.64,9.19,-2.0100000000000016,0
DFTVX,38.76,6.32,-7.6400000000000015,0
LSRCX,41.39,20.79,-10.55,0
JSVPX,41.18,8.28,-7.500000000000001,0
BLGRX,40.25,44.02,5.26,1
OVEAX,46.91,35.51,-7.82,0
BRWVX,43.04,43.99,5.73,1
PPUNX,39.91,35.21,7.960000000000001,1
DTMEX,44.81,24.61,2.099999999999998,1
OTCHX,39.89,23.0,8.629999999999999,1
IJMAX,44.52,15.62,-8.71,0
OSTFX,41.99,38.37,2.17,1
NECOX,49.15,31.65,-7.52,0
HQIVX,46.06,27.81,-5.620000000000001,0
PPNNX,34.18,11.43,9.069999999999997,1
QISCX,40.72,13.11,-3.95,0
FGRCX,46.48,38.76,-3.49,0
TQVIX,49.64,18.31,-8.420000000000002,0
MNDJX,38.99,18.02,14.939999999999998,1
ABCYX,45.8,43.08,-2.3400000000000016,0
AGIRX,32.57,21.33,11.889999999999995,1
HRTVX,29.63,24.87,-4.800000000000002,0
JSCGX,30.83,49.67,20.21,1
CMCRX,46.82,12.59,-7.65,0
DGIGX,40.73,45.44,3.169999999999998,1
DSCIX,39.87,21.21,-5.240000000000001,0
HSLFX,36.8,11.02,4.67,1
ANORX,41.98,13.37,11.86,1
ARRZX,40.75,61.73,-4.670000000000001,0
HWSAX,39.9,38.2,-10.3,0
HNMGX,41.48,30.85,17.04,1
RSMMX,43.24,38.97,8.79,1
TAMVX,41.93,23.29,-6.750000000000001,0
ASQAX,39.1,9.78,-5.1000000000000005,0
VSPRX,41.14,12.03,-4.760000000000002,0
PPNMX,34.18,11.43,9.479999999999997,1
FRCDX,49.61,50.1,-9.95,0
SIPIX,42.86,10.05,-7.150000000000001,0
MSSLX,28.51,54.47,48.25,1
ANONX,41.98,13.37,13.43,1
BCMSX,31.14,39.69,10.260000000000002,1
STVYX,45.5,22.66,-4.910000000000001,0
GMZPX,43.94,45.77,5.44,1
MKDVX,44.52,24.86,-5.130000000000001,0
TRLHX,47.1,25.24,-8.0,0
TWUAX,42.76,52.32,12.14,1
DMCFX,36.63,20.13,10.079999999999998,1
SUVZX,42.58,17.7,-12.34,0
VTCIX,45.1,24.41,2.7399999999999984,1
MSEQX,34.43,51.16,28.33,1
ISMSX,41.92,14.31,-7.050000000000002,0
FFLYX,33.18,46.45,9.62,1
WPRSX,47.96,63.01,4.749999999999998,1
OMECX,40.22,5.28,-5.870000000000001,0
FNKLX,41.58,24.23,-4.1400000000000015,0
MMYLX,41.2,12.21,-7.780000000000001,0
PPSSX,43.65,19.96,-6.41,0
VYRDX,43.44,13.39,-6.370000000000001,0
MXLSX,41.28,13.23,-8.030000000000001,0
SBQIX,42.96,40.95,-9.22,0
JIVRX,50.56,19.43,-7.380000000000001,0
ACRNX,34.61,15.81,3.7099999999999986,1
OBMCX,34.28,28.2,3.52,1
AAMOX,43.78,45.56,17.299999999999994,1
MPSIX,40.46,9.38,-2.200000000000001,0
BVDIX,32.32,19.18,-11.65,0
EILVX,40.66,27.78,-4.6800000000000015,0
BPTRX,41.31,88.01,39.91,1
ISORX,38.68,14.48,-2.4700000000000006,0
DASCX,29.3,24.64,-9.83,0
NQCFX,56.23,58.06,2.1099999999999994,1
IVCSX,41.14,12.03,-4.7700000000000005,0
OCSVX,47.92,20.1,-10.94,0
SFVTX,41.52,27.36,-12.69,0
PFQDX,41.52,14.15,-6.33,0
PGILX,52.34,40.43,-4.330000000000001,0
BMSYX,40.47,16.5,-3.2700000000000014,0
CBECX,41.77,29.69,-7.56,0
BERCX,41.9,39.02,-9.9,0
TMITX,39.94,39.99,2.4499999999999997,1
BRSQX,38.21,14.8,-5.080000000000001,0
FMAGX,46.0,34.3,2.369999999999999,1
PABWX,40.77,13.97,-5.82,0
WLCGX,41.6,55.97,7.029999999999998,1
ELCRX,39.94,46.12,6.889999999999998,1
MDDVX,44.52,24.86,-5.880000000000001,0
PLGAX,39.91,35.21,8.7,1
GTSCX,44.02,17.88,-4.980000000000001,0
MACGX,37.12,44.11,45.01000000000001,1
MDKTX,40.51,7.55,-3.6700000000000013,0
JENIX,47.07,54.58,2.6899999999999995,1
SVALX,50.79,41.9,-10.6,0
JDMNX,43.55,23.14,3.9599999999999986,1
LCLIX,51.22,34.04,-5.6800000000000015,0
CGFYX,42.96,43.1,7.800000000000002,1
TNVRX,46.75,24.27,-6.740000000000001,0
ESPHX,35.09,25.01,-7.66,0
HSLCX,36.8,11.02,2.2399999999999984,1
GEFPX,49.39,44.2,-6.36,0
TGCNX,39.77,53.96,9.760000000000002,1
ARSQX,38.51,33.68,-2.27,0
MLVBX,43.6,27.06,-2.4799999999999995,0
JHERX,49.82,23.97,-9.71,0
MNDBX,38.99,18.02,12.7,1
FZAHX,37.91,35.55,27.35,1
TRCVX,44.85,16.35,-6.170000000000001,0
MFVFX,51.41,37.72,-3.03,0
FKASX,33.34,11.71,15.04,1
LAFTX,52.63,21.94,-7.500000000000001,0
CPXRX,40.42,8.73,-2.1999999999999997,0
ATAFX,51.33,33.93,-8.42,0
HWCAX,49.24,34.66,-9.63,0
THPMX,48.04,20.88,-4.8900000000000015,0
HGOYX,44.18,40.21,14.61,1
KNGYX,47.51,17.84,-3.370000000000001,0
DEOPX,51.67,44.8,3.1099999999999994,1
MIGDX,42.15,42.39,4.7799999999999985,1
QUAIX,27.6,16.1,17.490000000000002,1
RLSMX,38.49,17.0,-4.370000000000001,0
IYVYX,47.31,33.44,-7.82,0
PLGJX,39.91,35.21,9.11,1
GMPPX,43.96,16.66,-2.58,0
PCEQX,44.62,20.15,-9.29,0
ECTVX,47.63,31.25,-6.15,0
CBSTX,33.46,22.99,6.68,1
PKSFX,30.49,53.89,4.8599999999999985,1
NSRSX,37.83,18.32,16.84,1
CDOFX,32.07,20.06,-6.030000000000001,0
MEFNX,45.21,17.04,2.68,1
HGOCX,44.18,40.21,12.22,1
UBVCX,48.95,29.14,-9.44,0
KDHCX,45.99,27.66,-9.27,0
LVOCX,39.31,19.9,-5.3100000000000005,0
GETGX,41.46,19.81,-4.950000000000001,0
HWMCX,46.99,33.19,-16.200000000000006,0
MDFGX,43.72,44.66,8.579999999999998,1
NBGNX,29.3,21.86,3.09,1
VMCVX,43.22,9.91,-7.340000000000002,0
EXEYX,42.51,27.01,2.8299999999999983,1
BUIOX,35.88,25.28,13.259999999999998,1
VITPX,44.63,22.34,2.76,1
VAFNX,40.93,44.36,9.38,1
WSGRX,40.52,23.76,6.120000000000001,1
ATHDX,38.86,23.19,9.740000000000002,1
LSMIX,35.37,16.38,5.829999999999997,1
JACCX,42.87,48.44,8.23,1
RSPFX,44.5,26.38,-6.900000000000001,0
TGVOX,43.53,31.22,-9.99,0
CSSSX,35.71,22.87,6.18,1
HFCGX,49.02,31.74,-7.420000000000001,0
WEHIX,39.24,44.88,-5.010000000000002,0
TRLWX,47.1,25.24,-7.030000000000001,0
TADCX,41.25,43.64,8.059999999999999,1
BRWRX,43.04,43.99,3.34,1
USSPX,46.02,29.12,2.5699999999999985,1
EKOAX,38.14,38.42,9.499999999999996,1
AEUDX,43.44,31.07,-5.530000000000001,0
DOPIX,43.79,19.55,-5.040000000000001,0
RGAAX,41.62,35.89,4.9700000000000015,1
WSMNX,42.94,22.11,6.149999999999999,1
OPMIX,41.03,21.04,-2.99,0
FTGRX,46.48,38.76,-2.4400000000000013,0
FCBSX,44.89,31.38,-11.760000000000002,0
OIEJX,46.33,22.55,-4.5600000000000005,0
LZFIX,57.99,51.46,-7.240000000000001,0
FAVTX,41.45,24.19,-6.770000000000001,0
DUSLX,58.9,37.86,3.26,1
BARUX,42.69,38.09,7.599999999999998,1
HAREX,37.08,21.92,5.810000000000002,1
MSAVX,46.88,27.51,-9.7,0
TBDQX,41.32,44.18,8.5,1
ASCRX,39.1,9.78,-5.620000000000001,0
EKJFX,36.22,39.37,9.670000000000002,1
FKMCX,43.19,13.38,-2.620000000000001,0
FIVUX,45.51,19.03,-8.770000000000001,0
DCUUX,48.75,26.01,-10.66,0
RMFAX,48.98,23.07,-6.350000000000001,0
SENAX,33.07,25.97,13.39,1
CRMMX,41.4,36.23,-3.8300000000000014,0
MGPSX,38.14,12.61,-4.870000000000001,0
MVTRX,44.08,23.43,-5.280000000000001,0
PNSAX,36.33,19.06,13.53,1
BSMNX,36.85,19.08,-11.48,0
BSPGX,45.66,27.27,2.1399999999999992,1
VSIAX,44.27,4.9,-5.400000000000001,0
ALVOX,38.84,52.08,9.81,1
PSLGX,48.28,35.23,7.079999999999997,1
EAMCX,39.89,23.0,8.580000000000002,1
TSLAX,44.26,14.57,-9.75,0
WSMVX,39.21,10.85,-9.82,0
FPCGX,45.82,49.99,-3.5500000000000007,0
MMQIX,39.07,16.88,-5.8900000000000015,0
CGRYX,48.9,46.22,-8.040000000000001,0
CBSAX,33.46,22.99,6.68,1
BIAUX,36.81,26.42,-10.3,0
FGSIX,45.95,20.68,5.210000000000001,1
MFEIX,40.32,43.55,8.629999999999999,1
TWEAX,43.44,31.07,-6.750000000000001,0
FFICX,45.93,34.18,-2.2300000000000004,0
VEVRX,41.46,19.81,-3.820000000000001,0
AGFRX,30.26,37.25,7.550000000000002,1
CAAPX,44.9,35.59,-7.08,0
DPLGX,46.16,51.28,6.32,1
RGABX,41.62,35.89,4.9700000000000015,1
DRMAX,39.89,22.58,12.0,1
JCNIX,48.6,44.05,6.219999999999999,1
STMFX,39.31,50.65,5.079999999999998,1
RTDCX,41.55,23.68,-3.28,0
WHGCX,36.49,20.81,-8.33,0
SPFCX,40.98,50.54,13.79,1
EPGAX,36.29,45.29,10.84,1
UIVAX,44.47,17.28,-10.07,0
FFGRX,35.1,21.36,5.429999999999998,1
SESGX,42.41,32.33,-2.7700000000000014,0
SPVZX,41.96,10.63,-14.3,0
HISGX,36.73,24.51,7.4899999999999975,1
HSLIX,36.8,11.02,4.5,1
ASCZX,33.58,27.1,18.0,1
VAMGX,40.75,19.38,2.8099999999999987,1
BRSPX,38.21,14.8,-5.460000000000001,0
ACFDX,42.44,50.68,19.93,1
VSSGX,35.42,18.74,13.56,1
UBVUX,48.95,29.14,-7.9300000000000015,0
JVLAX,43.73,26.16,-9.04,0
FTVSX,53.17,25.96,-5.030000000000001,0
JIEMX,49.82,23.97,-7.52,0
TRLCX,47.1,25.24,-8.4,0
MSGRX,39.06,23.61,4.8100000000000005,1
AFAZX,52.32,16.51,-5.4700000000000015,0
EITVX,47.63,31.25,-4.080000000000001,0
DMVYX,38.16,10.33,-2.470000000000001,0
JCVIX,46.78,39.39,-12.41,0
FMILX,47.96,22.67,-5.070000000000001,0
CHRRX,46.9,41.46,-3.2100000000000013,0
GQLIX,42.04,42.51,3.049999999999999,1
SPWAX,33.17,19.91,8.11,1
WSGAX,40.52,23.76,6.800000000000002,1
OPTIX,40.83,44.19,7.309999999999999,1
FMEFX,41.48,22.56,7.57,1
BAFFX,42.02,41.38,3.1499999999999986,1
