Ticker,Debt/Capital Last Year (%),% Assets in Top 10 Holdings,3-year Annualized Return vs. S&P500,Outperform / Underperform
TVOAX,41.19,21.6,-8.780000000000001,0
SEMCX,42.86,10.05,-6.700000000000001,0
ALFVX,34.51,100.0,2.889999999999999,1
BGMAX,37.34,21.29,3.2399999999999984,1
JCVSX,46.78,39.39,-13.170000000000002,0
TWQCX,43.71,32.52,-11.8,0
EATVX,47.63,31.25,-4.61,0
SMMIX,40.61,40.96,10.59,1
PLXGX,35.31,49.59,8.689999999999998,1
TFCCX,47.1,47.56,-5.9700000000000015,0
TSMDX,39.48,25.31,-2.860000000000001,0
MRLIX,43.76,23.48,2.5,1
CICEX,45.93,34.18,-3.45,0
HMVJX,40.9,19.39,-7.330000000000001,0
VRTGX,35.09,6.68,7.170000000000003,1
RIMHX,53.54,31.68,-9.57,0
TILWX,37.88,44.31,11.22,1
FFQCX,36.94,47.14,12.52,1
DDDAX,53.74,43.16,-3.2300000000000004,0
CCSMX,29.79,29.59,6.02,1
VSTSX,44.62,22.34,2.77,1
FEICX,48.13,22.54,-9.24,0
HSVRX,39.53,29.87,-4.500000000000001,0
ACAYX,39.22,52.25,9.84,1
CPECX,48.45,49.61,-5.65,0
FSCRX,42.76,30.13,-4.630000000000001,0
MDBAX,47.32,26.14,-7.120000000000001,0
CPODX,34.39,48.8,35.09,1
LMVOX,48.15,31.26,-4.090000000000002,0
NOLVX,41.83,20.48,-6.57,0
NBMBX,40.72,17.59,6.719999999999999,1
GTTTX,39.66,8.51,-6.960000000000001,0
AZSPX,27.11,13.93,-4.16,0
VISGX,36.64,7.35,8.669999999999998,1
SVACX,50.79,41.9,-12.59,0
MDDRX,48.45,23.98,-8.430000000000001,0
FCGSX,35.39,42.75,19.04,1
WLCVX,45.93,30.78,-9.63,0
HFDRX,40.2,18.91,-5.800000000000002,0
DREVX,44.44,41.79,3.3599999999999994,1
NWQRX,33.08,27.51,-9.29,0
EAFVX,40.01,35.41,-4.19,0
PECAX,42.95,18.33,-5.78,0
FRSLX,41.48,22.56,6.830000000000003,1
FCMVX,37.39,37.7,-10.11,0
FCGAX,41.82,28.99,5.4499999999999975,1
AAUTX,46.55,29.18,-7.550000000000002,0
OTCIX,39.89,23.0,9.170000000000002,1
GSRCX,49.28,18.17,-5.460000000000001,0
TLGCX,43.09,45.22,-3.700000000000001,0
PEIJX,46.08,26.38,-3.3300000000000014,0
CSSWX,35.71,22.87,5.529999999999998,1
HUMEX,47.13,46.38,-11.79,0
MEIAX,46.53,29.38,-6.67,0
JSMGX,40.7,19.08,3.34,1
HQIFX,46.06,27.81,-5.630000000000001,0
MSPRX,35.97,53.17,15.11,1
MSSCX,39.72,25.73,13.579999999999998,1
FDGFX,48.05,24.33,-5.0600000000000005,0
SWANX,46.97,35.89,-2.7200000000000006,0
FVWSX,34.91,45.56,5.479999999999999,1
BIASX,39.39,26.97,6.399999999999999,1
EMIVX,42.15,42.39,5.289999999999999,1
JSJIX,40.08,26.29,2.9499999999999997,1
MLUYX,41.79,20.83,-8.22,0
TRSEX,36.63,7.72,-2.74,0
KSMVX,45.74,22.07,-9.02,0
LAVSX,47.85,22.34,-7.66,0
IVALX,47.31,33.44,-6.84,0
ABCVX,45.8,43.08,-2.8800000000000012,0
CSECX,48.22,39.82,4.7799999999999985,1
ACSDX,46.41,25.49,-9.08,0
NMAVX,27.26,46.29,-3.110000000000001,0
TIRTX,37.88,44.31,9.69,1
MFCCX,43.81,25.11,-2.08,0
LMSAX,43.68,17.12,-4.270000000000001,0
RCMFX,23.34,61.03,-5.82,0
FIKNX,41.03,19.68,-5.0600000000000005,0
CGRWX,48.9,46.22,-8.540000000000001,0
MBCGX,38.89,42.18,5.219999999999999,1
CMCCX,33.46,22.99,5.0299999999999985,1
JCVVX,46.78,39.39,-12.28,0
TSVIX,40.45,14.69,-6.360000000000001,0
FBSRX,44.89,31.38,-10.760000000000002,0
SLVRX,50.95,35.82,-6.78,0
VASVX,42.95,17.76,-8.440000000000001,0
GMVRX,42.65,10.2,-7.15,0
LOGWX,30.88,17.28,24.479999999999997,1
MMDEX,43.91,46.38,8.18,1
VWUAX,41.46,37.92,15.799999999999995,1
BOSVX,43.13,7.53,-10.510000000000002,0
FSGAX,37.87,18.99,12.979999999999995,1
HDMBX,34.37,16.66,15.04,1
DRGYX,46.06,26.9,-6.51,0
PSTWX,40.45,13.19,-8.25,0
ADCYX,44.59,47.66,4.869999999999999,1
TCMSX,31.33,24.07,6.759999999999998,1
LBISX,47.34,31.14,-8.120000000000001,0
GSXPX,39.66,8.51,-6.360000000000001,0
ATRIX,53.6,18.76,-4.15,0
FUQIX,44.28,50.46,3.65,1
FFMMX,48.98,23.07,-4.3500000000000005,0
SENCX,40.18,44.8,3.229999999999998,1
HGITX,44.68,31.6,3.169999999999998,1
FTVZX,53.17,25.96,-4.830000000000001,0
AUIKX,48.83,40.45,-6.58,0
LGLQX,37.03,33.77,18.86,1
FDGIX,48.03,24.26,-5.130000000000001,0
RESCX,40.96,24.12,3.810000000000001,1
LOGRX,41.67,48.52,-2.700000000000001,0
GQPSX,41.83,98.98,3.65,1
VYCAX,51.65,12.19,-2.74,0
PVIVX,42.32,36.53,7.57,1
JLGQX,41.19,37.1,15.9,1
IRVSX,44.87,25.36,-6.940000000000001,0
AASSX,39.08,11.91,-8.620000000000001,0
PJARX,40.45,13.19,-8.620000000000001,0
ASVPX,36.95,21.61,-13.04,0
LMCSX,44.93,18.35,-8.71,0
REGWX,39.82,20.52,5.73,1
FLMVX,44.33,15.45,-7.460000000000001,0
ALVRX,40.99,40.88,-7.590000000000002,0
DTCCX,46.03,47.0,2.41,1
AEIMX,43.44,31.07,-4.8100000000000005,0
TMFGX,31.83,41.78,2.9599999999999986,1
NGQIX,43.26,36.13,-3.2500000000000013,0
WBGSX,40.11,44.16,9.07,1
LSVQX,45.05,10.26,-11.93,0
CPTUX,40.83,44.19,7.349999999999998,1
WMMCX,35.72,24.08,-8.57,0
FRBSX,44.89,31.38,-10.260000000000002,0
FJACX,42.45,29.25,-2.0,0
JMVAX,42.24,27.94,-7.920000000000001,0
VMIDX,40.74,7.31,-2.500000000000001,0
FFFMX,48.98,23.07,-4.300000000000002,0
FDESX,43.21,31.22,2.5600000000000005,1
ANPRX,43.95,16.58,-8.88,0
TIEIX,44.54,22.34,2.629999999999999,1
HADUX,48.97,28.99,-11.78,0
OPMYX,41.03,21.04,-3.3500000000000005,0
FRVLX,35.23,25.89,-5.600000000000001,0
SCQGX,41.77,49.02,10.979999999999995,1
CUSRX,34.22,39.85,-4.1400000000000015,0
FAGOX,37.91,35.55,25.87,1
MSGZX,33.32,9.73,10.509999999999998,1
ECOLX,29.27,35.27,11.45,1
GCMUX,43.96,16.66,-3.0400000000000014,0
AULDX,42.76,52.32,13.489999999999998,1
PRILX,42.09,40.13,3.8599999999999977,1
LDPCX,50.52,11.81,-3.98,0
ASVDX,42.21,23.62,-3.4400000000000013,0
KNGAX,47.51,17.84,-4.36,0
MONTX,46.76,53.18,3.3599999999999994,1
SAIFX,51.22,34.04,-5.520000000000001,0
BRWSX,43.04,43.99,4.43,1
RGACX,41.62,35.89,5.940000000000001,1
CCACX,39.21,22.7,-2.700000000000001,0
PMDIX,38.85,25.95,-10.34,0
NGQCX,43.26,36.13,-5.58,0
RSEIX,14.25,40.93,-7.920000000000001,0
APDLX,46.18,40.65,-6.53,0
FVLTX,39.21,37.25,-12.14,0
ICSSX,43.44,13.39,-6.8900000000000015,0
HQICX,46.06,27.81,-7.8900000000000015,0
CFGRX,45.53,41.8,7.629999999999999,1
CCSGX,29.79,29.59,6.549999999999998,1
PEIOX,46.08,26.38,-4.110000000000001,0
TIAGX,39.79,32.57,2.78,1
PTMCX,44.07,28.64,-3.9600000000000013,0
OLGAX,41.19,37.1,15.339999999999995,1
DDVIX,47.8,31.38,-7.9300000000000015,0
SGRHX,36.95,39.93,13.59,1
HDCAX,51.36,28.98,-7.530000000000001,0
LGLSX,37.03,33.77,19.67,1
NBHAX,46.72,25.08,-6.3900000000000015,0
OFVIX,58.53,34.64,-8.24,0
VLEQX,44.68,52.82,-2.0300000000000007,0
CZMVX,45.57,18.89,-5.230000000000001,0
RSIKX,44.34,52.89,-8.940000000000003,0
TADAX,41.25,43.64,9.81,1
VITSX,44.62,22.34,2.7200000000000006,1
MEFYX,45.21,17.04,3.75,1
MIRGX,42.15,42.39,5.870000000000001,1
PRWAX,42.54,32.78,11.229999999999995,1
GCTAX,44.49,26.41,-2.700000000000001,0
RRSVX,35.87,20.46,-11.61,0
KNPCX,28.61,63.01,-5.41,0
DEIGX,41.38,42.68,5.1,1
DQIYX,54.45,39.45,-4.74,0
GSTIX,41.02,43.84,10.569999999999997,1
PRSVX,37.19,10.5,-2.83,0
EDFAX,52.99,30.92,-8.540000000000001,0
SVMCX,39.69,28.48,-8.520000000000001,0
LDVIX,40.44,25.5,19.05,1
DRYQX,39.71,46.16,10.68,1
DHPIX,46.51,29.74,-7.870000000000001,0
VUVLX,47.32,18.87,-9.7,0
BRWUX,43.04,43.99,5.519999999999998,1
OTCGX,39.89,23.0,6.98,1
PRVIX,37.19,10.5,-2.6100000000000008,0
PFKAX,41.52,14.15,-6.860000000000001,0
GWSCX,54.31,53.98,-12.38,0
MFLLX,28.51,54.47,50.62000000000001,1
WSMRX,42.94,22.11,7.279999999999998,1
PFPCX,42.07,14.53,-7.1800000000000015,0
NDGCX,47.88,33.98,-4.260000000000002,0
VYRIX,39.71,12.8,7.6099999999999985,1
LGLRX,37.03,33.77,19.1,1
JMVZX,44.33,15.45,-8.97,0
RWMHX,46.39,30.64,-2.8100000000000005,0
LGRNX,39.72,50.23,5.289999999999999,1
DRMCX,39.89,22.58,12.47,1
HIGUX,48.21,36.09,-3.5000000000000013,0
HRMVX,48.57,14.54,-12.49,0
DFDMX,38.01,42.96,7.629999999999999,1
MRGRX,43.71,29.76,2.3099999999999987,1
SGRNX,36.95,39.93,13.48,1
NSCQX,34.41,28.72,-10.82,0
AMAGX,44.57,53.15,9.21,1
ATDRX,50.86,47.52,-12.72,0
GTLOX,42.32,17.9,-5.48,0
KCVSX,45.73,22.14,-7.0600000000000005,0
PFVIX,44.13,24.39,-6.340000000000002,0
LSRYX,44.18,25.15,-10.14,0
LMVFX,49.73,26.73,-5.49,0
ANOIX,41.98,13.37,12.97,1
TRIRX,45.05,43.63,9.959999999999997,1
MFOCX,46.28,50.72,10.010000000000002,1
SMCIX,36.14,6.02,-2.0100000000000016,0
SMDIX,40.2,18.91,-4.500000000000001,0
JVASX,46.38,20.16,-7.940000000000001,0
NBRAX,50.65,31.29,-13.37,0
CPOAX,34.39,48.8,34.44,1
ADGGX,44.59,47.66,4.07,1
RSYEX,39.82,20.52,7.98,1
PXIIX,50.38,39.08,-3.450000000000001,0
SLGRX,39.31,50.65,6.119999999999997,1
PEGCX,37.54,20.93,6.589999999999996,1
FAGCX,37.91,35.55,27.06,1
WFPCX,43.31,27.55,-7.590000000000002,0
MLUFX,41.79,20.83,-8.71,0
SVIIX,44.07,39.83,-6.860000000000001,0
RSVAX,48.14,34.38,-7.6800000000000015,0
TPLGX,37.42,46.87,7.170000000000003,1
WASIX,33.27,33.4,-6.110000000000001,0
PABGX,37.43,46.7,6.309999999999999,1
USPCX,53.2,64.89,-6.74,0
HRCIX,42.29,43.14,4.15,1
DODGX,44.12,33.02,-5.07,0
OARMX,49.08,32.11,-6.1800000000000015,0
PNOCX,48.28,35.23,4.5299999999999985,1
JADGX,50.18,38.5,-2.410000000000001,0
MXMSX,36.52,13.51,7.93,1
BGRFX,49.47,54.73,7.59,1
ALFTX,34.51,100.0,2.6999999999999997,1
JVMSX,46.18,14.88,-7.670000000000001,0
CMNWX,44.91,29.52,2.039999999999999,1
ESPNX,35.09,25.01,-6.450000000000001,0
RYVFX,26.47,22.64,-9.13,0
CCRIX,34.93,25.2,21.71,1
ANDVX,48.67,31.55,-9.31,0
COLVX,47.62,23.52,-8.89,0
IIMOX,45.02,25.86,5.649999999999999,1
VSEQX,45.62,9.05,-3.2700000000000005,0
JSMVX,30.3,44.27,17.29,1
NFACX,39.77,41.56,-2.370000000000002,0
SHDIX,54.32,50.28,-3.200000000000001,0
RYPCX,29.55,10.14,-3.7600000000000007,0
IRUAX,36.53,14.17,-7.260000000000002,0
WENCX,33.07,25.97,11.68,1
OVERX,46.91,35.51,-8.27,0
LKSMX,35.9,25.28,5.809999999999999,1
JDVFX,43.73,26.16,-8.83,0
PCCGX,46.0,22.88,-12.56,0
BRSWX,38.21,14.8,-5.5200000000000005,0
FICIX,40.38,40.27,2.25,1
RBRCX,33.98,33.42,-9.42,0
MCVSX,43.84,9.44,-12.44,0
GSVRX,45.96,23.48,-7.710000000000001,0
WSCOX,35.14,8.15,-5.2,0
SDGRX,42.46,40.52,8.259999999999998,1
NINLX,49.47,27.7,2.369999999999999,1
FMPCX,37.76,16.92,9.080000000000002,1
PSLRX,41.64,15.3,-8.91,0
JSIGX,30.83,49.67,20.86,1
GSRAX,49.28,18.17,-3.9200000000000013,0
BIGTX,38.45,20.37,-7.32,0
MIDZX,51.13,39.78,-5.3500000000000005,0
CUHAX,43.82,3.34,-3.570000000000001,0
LAFRX,52.63,21.94,-8.46,0
IDANX,47.12,17.58,-2.630000000000001,0
HSLAX,36.8,11.02,3.66,1
GSTSX,41.02,43.84,9.479999999999997,1
PVEJX,40.77,13.97,-5.700000000000001,0
OTCNX,40.83,44.19,5.789999999999999,1
ARRFX,40.75,61.73,-5.290000000000001,0
HSRSX,38.75,24.09,4.34,1
BCVCX,51.25,19.08,-12.18,0
HNVIX,35.79,35.52,-2.9000000000000004,0
SEUIX,47.39,21.05,-9.95,0
PZVSX,40.8,32.08,-9.45,0
NVSOX,35.14,8.15,-5.71,0
ACUIX,51.22,31.4,-8.41,0
MIDQX,51.13,39.78,-4.37,0
FSPGX,45.04,43.28,10.54,1
LZSCX,38.49,17.0,-4.69,0
PRFDX,49.73,24.4,-7.15,0
PJTQX,40.34,37.92,3.49,1
ATHIX,38.86,23.19,9.4,1
FACGX,37.91,35.55,24.649999999999995,1
SMDRX,40.2,18.91,-4.32,0
TRVPX,44.71,17.82,-9.95,0
ANDAX,48.67,31.55,-9.91,0
FSLSX,57.97,18.73,-4.9700000000000015,0
HSUTX,46.44,43.91,9.529999999999998,1
BWLAX,45.66,15.96,-10.94,0
GSSUX,38.48,10.33,-7.950000000000001,0
MXXIX,42.71,31.38,9.36,1
PMVEX,41.96,10.63,-15.02,0
JMCVX,42.24,27.94,-8.200000000000001,0
JSVRX,41.18,8.28,-6.700000000000001,0
ALNFX,45.19,23.66,-8.450000000000001,0
SEVIX,45.24,22.18,-6.8900000000000015,0
TSNAX,43.0,56.47,16.57,1
BMISX,51.82,37.09,-9.36,0
FCVFX,54.75,10.95,-7.3900000000000015,0
SAOPX,43.2,75.32,-9.81,0
ITEIX,49.81,24.25,-7.07,0
HQISX,46.06,27.81,-6.44,0
MUHLX,47.04,47.56,-9.080000000000002,0
FIKDX,44.13,42.99,-7.290000000000001,0
PEYAX,51.57,25.41,-4.320000000000001,0
JIVMX,50.56,19.43,-7.19,0
HDGVX,46.77,29.96,-3.2300000000000013,0
HMVAX,40.9,19.39,-8.010000000000002,0
ILLLX,31.97,46.48,24.1,1
FOPPX,38.66,36.73,10.47,1
ALMRX,32.57,21.33,12.979999999999995,1
BLYAX,47.17,25.91,3.259999999999998,1
LAMAX,49.18,29.38,-2.0,0
KSDVX,45.33,23.62,-8.450000000000001,0
NYVCX,35.06,53.73,-6.070000000000001,0
HWMZX,46.99,33.19,-13.920000000000002,0
BRUHX,46.17,20.55,-7.36,0
FMDCX,40.26,9.53,-2.950000000000001,0
AGRCX,30.26,37.25,6.7399999999999975,1
CRIMX,41.4,36.23,-3.4200000000000013,0
GCGUX,38.04,49.21,9.06,1
PIPPX,35.93,25.57,11.7,1
FEISX,44.93,25.85,-10.670000000000002,0
CABGX,41.42,35.71,7.299999999999998,1
GGUIX,38.95,35.9,6.350000000000001,1
SCGIX,35.84,27.29,7.969999999999999,1
HULEX,52.58,80.9,-5.370000000000001,0
IPMSX,39.69,9.37,-5.710000000000001,0
PRBLX,42.09,40.13,3.3699999999999988,1
CPGRX,33.46,22.99,7.220000000000002,1
VRGWX,45.36,44.44,10.47,1
IAFLX,40.81,53.61,11.310000000000002,1
HSOAX,40.96,24.12,2.8999999999999986,1
WMFFX,46.39,30.64,-2.75,0
BRLGX,47.17,25.91,4.119999999999999,1
SAGCX,43.08,54.69,-4.4700000000000015,0
GMVAX,42.65,10.2,-6.630000000000001,0
DRTHX,46.03,47.0,4.41,1
EGORX,44.69,30.7,-4.170000000000001,0
FFQSX,36.94,47.14,14.779999999999998,1
JSGCX,41.11,48.66,4.189999999999999,1
WHGLX,39.85,28.91,-5.400000000000001,0
LCISX,45.78,30.99,9.7,1
BPAVX,42.95,20.13,-7.750000000000001,0
DVECX,40.95,41.67,5.549999999999999,1
MXMDX,41.59,7.32,-2.8600000000000003,0
FMPAX,37.42,37.19,-10.65,0
DCUCX,48.75,26.01,-12.36,0
JDVPX,43.73,26.16,-9.32,0
EWMCX,44.03,39.14,3.6999999999999993,1
LAFCX,52.63,21.94,-9.52,0
FIIMX,43.75,15.54,-4.500000000000001,0
IUTCX,50.29,27.9,-9.590000000000002,0
QCLGX,47.19,41.6,6.990000000000002,1
MNDAX,38.99,18.02,14.38,1
ALFFX,34.51,100.0,-3.05,0
CBLLX,41.77,29.69,-5.830000000000001,0
LCGFX,40.64,50.81,10.47,1
IATNX,40.45,45.39,11.32,1
FOSBX,31.28,23.81,-6.9300000000000015,0
LCBDX,54.67,36.62,-4.130000000000001,0
CSCVX,39.83,5.4,-6.86,0
NMPAX,40.42,8.73,-2.1999999999999997,0
JUESX,46.67,40.08,3.4399999999999995,1
IYSMX,41.94,29.91,-5.48,0
MMFYX,51.41,37.72,-2.52,0
HWLCX,49.87,37.95,-11.4,0
HISVX,39.53,29.87,-4.740000000000001,0
ASCQX,39.1,9.78,-4.1800000000000015,0
TISWX,45.61,26.64,2.1099999999999994,1
BHBFX,46.85,35.46,-3.5600000000000005,0
SLCSX,21.54,75.13,2.67,1
BRUJX,46.17,20.55,-9.38,0
VSCRX,30.49,53.89,5.02,1
BGRIX,49.47,54.73,8.16,1
DNLRX,44.1,12.11,-8.790000000000001,0
JRSCX,43.74,18.68,-3.3800000000000012,0
AUIRX,48.83,40.45,-7.2200000000000015,0
LSVVX,46.75,19.24,-9.05,0
EGOHX,44.69,30.7,-5.5600000000000005,0
FAVAX,41.45,24.19,-6.24,0
HSMYX,40.27,19.35,-5.7,0
LAMSX,49.18,29.38,-2.02,0
TSCIX,32.66,15.82,7.789999999999999,1
PMAQX,53.61,29.55,2.8200000000000003,1
ARSLX,43.75,38.25,3.9099999999999984,1
AOFIX,29.73,32.41,17.78,1
JSJFX,40.08,26.29,3.1899999999999995,1
HSRUX,38.75,24.09,4.559999999999999,1
MGHRX,34.43,51.16,29.219999999999995,1
ERLVX,40.66,27.78,-4.53,0
GOFCX,38.93,18.1,5.809999999999999,1
INUTX,51.22,31.4,-6.86,0
JENYX,47.07,54.58,2.8200000000000003,1
VISVX,44.27,4.9,-5.6400000000000015,0
TCPWX,31.97,46.48,27.12,1
VLACX,45.4,26.06,2.549999999999999,1
ALARX,39.22,52.25,8.98,1
MLSAX,38.95,35.9,5.58,1
GWSAX,54.31,53.98,-10.89,0
JSCHX,33.48,9.07,5.609999999999998,1
MISGX,39.06,23.61,4.420000000000002,1
PJGRX,38.83,44.83,11.75,1
SLVAX,50.95,35.82,-6.290000000000001,0
FZANX,35.9,43.86,2.119999999999999,1
LMBMX,35.38,6.56,-4.94,0
PAWAX,42.54,32.78,10.619999999999996,1
ASPZX,38.07,48.81,9.759999999999998,1
CHDPX,49.67,31.64,-9.69,0
EGFIX,41.37,51.87,9.87,1
OIEIX,46.33,22.55,-5.630000000000001,0
PINDX,43.76,38.31,5.399999999999999,1
BDFIX,32.18,23.83,17.179999999999996,1
GSRLX,49.28,18.17,-3.2600000000000007,0
ACLLX,40.97,40.68,-4.8900000000000015,0
SCVIX,38.05,13.38,-7.840000000000002,0
STRLX,39.87,27.81,-7.330000000000001,0
CWSIX,30.18,22.97,-10.29,0
RRBGX,37.43,46.7,5.75,1
SSCDX,38.97,21.65,-4.130000000000001,0
JDMRX,43.55,23.14,2.3599999999999994,1
LAMQX,49.18,29.38,-2.7600000000000007,0
NLCCX,45.13,48.25,4.199999999999998,1
LFSFX,48.15,31.26,-4.260000000000002,0
IVOIX,49.91,29.95,-2.8400000000000016,0
MMQLX,39.07,16.88,-6.48,0
ALFYX,34.51,100.0,-5.15,0
TQAIX,36.18,8.64,3.1199999999999988,1
SLCGX,47.22,42.89,4.52,1
CHDVX,49.67,31.64,-8.690000000000001,0
JGIRX,46.87,43.29,4.1400000000000015,1
CIPNX,35.66,24.87,4.25,1
WMGBX,31.11,26.98,11.669999999999998,1
LAMCX,49.18,29.38,-3.5800000000000014,0
PLCGX,39.91,35.21,9.61,1
AMVRX,41.78,20.7,-8.860000000000003,0
GGCAX,43.89,54.39,9.35,1
AUERX,33.16,23.29,-13.91,0
ALCCX,39.22,51.87,7.349999999999998,1
JMVYX,44.33,15.45,-7.420000000000001,0
HSEIX,40.27,19.35,-5.880000000000001,0
JSVAX,48.6,44.05,7.1099999999999985,1
DSGGX,33.53,40.7,25.920000000000005,1
NYVTX,35.06,53.73,-4.4300000000000015,0
SFVYX,48.72,29.17,-10.96,0
VSFCX,43.2,18.19,-10.31,0
ANOCX,41.98,13.37,10.75,1
PGWCX,44.46,49.36,7.690000000000001,1
FLSCX,52.38,33.98,-2.0600000000000005,0
MGRIX,49.65,44.18,11.54,1
ARSZX,42.69,35.51,-4.160000000000001,0
FSKAX,44.56,22.12,2.66,1
MCPRX,39.89,23.0,8.080000000000002,1
NDVRX,44.04,15.25,-5.73,0
ADKSX,36.35,37.54,-11.91,0
NSNRX,37.83,18.32,14.839999999999995,1
MCDVX,44.52,24.86,-7.330000000000001,0
JVARX,46.38,20.16,-7.6400000000000015,0
GCEUX,42.76,32.32,2.3000000000000007,1
AULNX,42.76,52.32,14.38,1
BFGUX,43.66,77.71,34.28999999999999,1
GLCUX,43.94,45.77,5.290000000000001,1
LSSNX,33.12,17.11,8.059999999999999,1
MSDVX,44.52,24.86,-5.990000000000001,0
MRLSX,43.76,23.48,2.3199999999999985,1
PMDAX,38.85,25.95,-10.87,0
ADJEX,32.53,21.85,4.819999999999999,1
RPEAX,38.51,46.73,-5.7700000000000005,0
CAMSX,30.11,23.38,-3.1900000000000004,0
PQIRX,44.62,20.15,-8.600000000000001,0
JPPEX,42.5,10.72,2.5799999999999983,1
RGWGX,40.72,100.01,2.369999999999999,1
VVOAX,48.26,37.64,-10.29,0
JSSSX,33.73,36.66,10.3,1
JMVPX,44.33,15.45,-8.440000000000001,0
HGIIX,44.68,31.6,3.1899999999999977,1
DEEVX,35.43,39.08,20.75,1
LSVMX,49.05,28.86,-7.52,0
QDVCX,57.36,46.11,-9.58,0
FRCEX,49.61,50.1,-9.57,0
LGOAX,52.52,38.73,8.77,1
FIUVX,47.78,31.03,-8.64,0
MDKSX,40.51,7.55,-2.59,0
TARKX,36.08,63.83,-2.1900000000000013,0
HRCMX,42.29,43.14,4.15,1
LADFX,30.88,17.28,24.05,1
SCRLX,40.18,44.8,3.879999999999999,1
CLIQX,48.67,37.21,-4.04,0
CGFFX,41.62,35.89,7.050000000000002,1
IOVVX,48.9,46.22,-7.6,0
LSHAX,19.57,89.05,-3.200000000000001,0
FLUEX,48.73,20.85,-8.870000000000003,0
MGOSX,44.46,17.5,-2.8600000000000003,0
HDPSX,47.77,38.11,-5.580000000000001,0
GQETX,42.04,42.51,3.219999999999999,1
CUSCX,34.22,39.85,-5.69,0
MEIGX,46.53,29.38,-8.200000000000001,0
FSEIX,43.17,20.43,-7.870000000000001,0
FLKSX,38.05,28.9,-4.250000000000001,0
SNWCX,43.75,38.11,-8.06,0
ODMCX,42.95,18.33,-6.82,0
PFFDX,42.66,15.43,-10.27,0
MMMSX,45.86,10.93,-7.9300000000000015,0
FLCLX,39.99,45.83,18.72,1
SPEGX,41.48,48.14,7.289999999999999,1
JSMTX,30.3,44.27,17.94,1
MECIX,21.99,20.42,-10.49,0
MLVKX,46.21,17.78,-6.260000000000002,0
DTCAX,46.03,47.0,4.0299999999999985,1
GGGPX,44.33,26.89,3.469999999999999,1
TGCEX,39.77,53.96,10.229999999999997,1
SUVCX,42.58,17.7,-15.0,0
FSWCX,46.52,33.49,-8.06,0
CHVCX,49.67,31.64,-10.69,0
LCBGX,43.76,27.54,7.370000000000001,1
VIIIX,45.65,27.4,2.0600000000000005,1
PXSAX,44.25,32.06,-4.700000000000001,0
MYSGX,35.28,14.73,13.739999999999998,1
LVAMX,49.05,28.86,-8.05,0
CCGRX,42.96,43.1,7.600000000000001,1
KNGLX,47.51,17.84,-4.410000000000001,0
DVZRX,37.93,19.85,-9.11,0
JUSRX,46.67,40.08,3.759999999999998,1
ALFKX,34.51,100.0,2.17,1
CVGCX,38.6,43.72,2.879999999999999,1
FCCGX,34.54,13.79,6.509999999999998,1
PFPPX,35.93,25.57,11.3,1
GRINX,44.89,30.44,-4.1800000000000015,0
VECRX,50.38,39.08,-3.3800000000000012,0
GCASX,40.94,19.45,-6.580000000000001,0
JDSRX,34.52,21.54,-11.23,0
VFGAX,31.9,47.68,4.949999999999998,1
DCUSX,48.75,26.01,-10.15,0
SGFFX,36.45,24.74,26.29,1
BIADX,45.23,38.6,-3.4600000000000013,0
BCSSX,20.36,46.44,10.82,1
CDEYX,45.17,26.29,-5.6400000000000015,0
GCGCX,38.04,49.21,6.599999999999998,1
FLCPX,45.61,26.76,2.049999999999999,1
SFVCX,48.72,29.17,-12.93,0
JRJUX,40.87,8.45,-4.280000000000001,0
TEQWX,44.54,22.34,2.84,1
CSSYX,39.69,28.48,-6.210000000000001,0
CIPIX,40.85,25.73,6.940000000000001,1
DCDGX,32.13,13.51,12.0,1
AFNAX,52.43,35.85,-3.870000000000001,0
MEFZX,45.21,17.04,4.18,1
AGFIX,30.26,37.25,9.150000000000002,1
OEGAX,36.63,20.13,8.43,1
APHSX,33.12,38.44,19.95,1
PSGRX,36.33,19.06,12.970000000000002,1
LACAX,34.61,15.81,3.17,1
ADSIX,44.59,47.66,4.34,1
SFLCX,46.33,55.0,-3.2200000000000006,0
GWGZX,38.13,19.48,2.379999999999999,1
PRCGX,24.35,35.86,-9.58,0
SGGCX,41.77,49.02,8.759999999999998,1
MXXVX,55.6,71.59,-4.3100000000000005,0
PMVYX,43.61,23.11,10.93,1
DPCEX,38.0,59.74,6.619999999999997,1
CSMMX,40.61,40.96,8.59,1
PCMRX,46.0,22.88,-11.57,0
ADNPX,30.68,52.72,35.73999999999999,1
PJFPX,38.83,44.83,12.569999999999995,1
STSRX,33.17,19.91,9.02,1
TRSDX,36.87,44.68,5.82,1
MECAX,21.99,20.42,-10.76,0
ADNIX,30.68,52.72,36.66,1
AUIIX,48.83,40.45,-5.92,0
RFEBX,43.92,23.69,-2.83,0
EGRYX,33.42,19.51,18.13,1
JIMSX,40.42,30.87,17.47,1
SHFVX,48.72,29.17,-11.7,0
MDRFX,45.33,20.75,-4.780000000000001,0
AOFAX,29.73,32.41,17.66,1
MEIIX,46.53,29.38,-6.170000000000001,0
MAWDX,41.28,33.01,-3.6800000000000015,0
OEGIX,36.63,20.13,9.32,1
CSGTX,32.35,34.88,2.68,1
ATIIX,59.77,59.42,-5.550000000000002,0
IHSFX,34.38,16.59,15.330000000000002,1
IYGIX,41.39,50.72,8.049999999999997,1
