Ticker,Dividend Yield (%),Price/Earnings,Price/Cash Flow,Average Market Cap ($ mil),3-year Annualized Return vs. S&P500,Outperform / Underperform
RSIKX,0.51,14.39,8.3,12583,-8.940000000000003,0
TADAX,1.95,31.12,23.75,207236,9.81,1
VITSX,1.29,22.25,15.88,100020,2.7200000000000006,1
MEFYX,1.51,26.26,22.62,20338,3.75,1
MIRGX,1.64,26.36,21.54,162582,5.870000000000001,1
PRWAX,2.08,27.69,19.96,114676,11.229999999999995,1
GCTAX,1.0,23.84,14.63,61690,-2.700000000000001,0
RRSVX,0.14,13.84,8.58,1866,-11.61,0
KNPCX,0.99,23.43,13.56,6699,-5.41,0
DEIGX,1.6,27.25,19.76,256718,5.1,1
DQIYX,0.79,15.5,11.84,141025,-4.74,0
GSTIX,1.96,33.28,26.47,235542,10.569999999999997,1
PRSVX,0.86,16.17,9.63,2626,-2.83,0
EDFAX,0.5,15.56,10.5,27220,-8.540000000000001,0
SVMCX,0.58,15.49,8.41,3587,-8.520000000000001,0
LDVIX,3.08,26.57,19.35,122697,19.05,1
DRYQX,1.99,36.57,26.88,189215,10.68,1
DHPIX,0.55,15.55,10.63,8933,-7.870000000000001,0
VUVLX,0.34,14.63,8.32,35183,-9.7,0
BRWUX,1.55,26.87,19.2,220975,5.519999999999998,1
OTCGX,1.85,39.11,29.43,21470,6.98,1
PRVIX,0.87,16.17,9.63,2626,-2.6100000000000008,0
PFKAX,0.64,16.97,9.73,3174,-6.860000000000001,0
GWSCX,0.34,25.52,7.64,6638,-12.38,0
MFLLX,4.0,63.48,55.74532297249879,2789,50.62000000000001,1
WSMRX,1.68,29.41,22.12,8288,7.279999999999998,1
PFPCX,0.66,17.31,10.88,4904,-7.1800000000000015,0
NDGCX,0.9,18.69,14.66,80921,-4.260000000000002,0
VYRIX,1.76,32.6,24.25,21751,7.6099999999999985,1
LGLRX,2.6,48.96,32.45,96415,19.1,1
JMVZX,0.48,16.53,9.49,14611,-8.97,0
RWMHX,0.89,18.07,12.6,117267,-2.8100000000000005,0
LGRNX,1.62,28.73,22.55,204223,5.289999999999999,1
DRMCX,2.09,36.44,26.15,17283,12.47,1
HIGUX,0.8,20.6,16.07,153772,-3.5000000000000013,0
HRMVX,0.24,11.21,6.01,7314,-12.49,0
DFDMX,1.84,43.54,26.27,19768,7.629999999999999,1
MRGRX,1.31,23.75,18.85,105802,2.3099999999999987,1
SGRNX,2.24,44.5,27.9,76348,13.48,1
NSCQX,0.29,15.24,9.58,2632,-10.82,0
AMAGX,1.79,26.12,22.31,129545,9.21,1
ATDRX,0.27,12.79,11.19,8976,-12.72,0
GTLOX,0.73,15.68,11.16,55989,-5.48,0
KCVSX,0.61,15.29,9.34,38243,-7.0600000000000005,0
PFVIX,0.62,16.79,11.88,83928,-6.340000000000002,0
LSRYX,0.56,5.12,5.4,1395,-10.14,0
LMVFX,0.82,12.31,8.24,39618,-5.49,0
ANOIX,2.14,27.85,17.1,4039,12.97,1
TRIRX,1.87,29.7,22.92,250027,9.959999999999997,1
MFOCX,2.11,38.36,28.13,279123,10.010000000000002,1
SMCIX,0.87,17.29,8.67,1942,-2.0100000000000016,0
SMDIX,0.79,20.73,15.47,13829,-4.500000000000001,0
JVASX,0.54,15.58,9.78,42966,-7.940000000000001,0
NBRAX,0.24,14.06,8.51,9969,-13.37,0
CPOAX,3.59,170.85,37.04,42148,34.44,1
ADGGX,1.53,34.06,24.5,217864,4.07,1
RSYEX,1.83,28.57,19.44,3914,7.98,1
PXIIX,0.87,16.89,10.73,45665,-3.450000000000001,0
SLGRX,1.78,35.52,25.59,226787,6.119999999999997,1
PEGCX,1.74,39.36,27.17,22953,6.589999999999996,1
FAGCX,3.03,33.7,24.26,121246,27.06,1
WFPCX,0.67,16.83,11.07,14716,-7.590000000000002,0
MLUFX,0.5,16.03,10.15,16957,-8.71,0
SVIIX,0.71,19.59,15.95,52065,-6.860000000000001,0
RSVAX,0.58,14.79,8.02,7554,-7.6800000000000015,0
TPLGX,1.79,32.54,25.27,281659,7.170000000000003,1
WASIX,0.69,16.55,11.65,1098,-6.110000000000001,0
PABGX,1.76,32.58,25.28,281208,6.309999999999999,1
USPCX,0.7,16.81,10.44,197897,-6.74,0
HRCIX,1.45,24.86,19.39,248809,4.15,1
DODGX,0.83,13.63,9.33,70548,-5.07,0
OARMX,0.88,15.29,9.81,64126,-6.1800000000000015,0
PNOCX,1.61,25.09,19.94,129886,4.5299999999999985,1
JADGX,0.99,21.84,16.21,155413,-2.410000000000001,0
MXMSX,1.8,21.33,12.21,3143,7.93,1
BGRFX,1.9,38.85,28.22,13352,7.59,1
ALFTX,1.26,17.08,12.19,3517,2.6999999999999997,1
JVMSX,0.63,16.55,10.83,15038,-7.670000000000001,0
CMNWX,1.28,24.22,18.41,160692,2.039999999999999,1
ESPNX,0.59,15.1,9.18,2144,-6.450000000000001,0
RYVFX,0.39,13.08,6.47,1456,-9.13,0
CCRIX,2.65,31.64,24.19,4904,21.71,1
ANDVX,0.43,17.71,13.29,71732,-9.31,0
COLVX,0.46,15.47,10.08,61757,-8.89,0
IIMOX,1.63,32.41,23.25,21320,5.649999999999999,1
VSEQX,0.84,15.75,7.93,6472,-3.2700000000000005,0
JSMVX,2.44,52.83,33.88,7927,17.29,1
NFACX,1.12,37.05,27.78,125926,-2.370000000000002,0
SHDIX,0.88,14.7,6.08,2771,-3.200000000000001,0
RYPCX,0.91,19.0,12.81,2768,-3.7600000000000007,0
IRUAX,0.37,18.7,10.37,1825,-7.260000000000002,0
WENCX,2.21,52.91,29.36,29536,11.68,1
OVERX,0.67,15.44,8.8,10378,-8.27,0
LKSMX,1.5,29.67,19.7,5286,5.809999999999999,1
JDVFX,0.51,15.12,9.83,59415,-8.83,0
PCCGX,0.26,17.34,11.29,15331,-12.56,0
BRSWX,0.73,15.93,8.75,3031,-5.5200000000000005,0
FICIX,1.37,21.21,17.31,95101,2.25,1
RBRCX,0.4,14.66,10.11,2054,-9.42,0
MCVSX,0.33,15.23,6.54,2565,-12.44,0
GSVRX,0.61,20.07,14.86,88920,-7.710000000000001,0
WSCOX,0.61,14.45,7.55,2159,-5.2,0
SDGRX,1.83,31.36,26.27,167400,8.259999999999998,1
NINLX,1.32,18.92,9.48,3410,2.369999999999999,1
FMPCX,1.84,27.09,16.31,3908,9.080000000000002,1
PSLRX,0.5,13.53,6.58,1099,-8.91,0
JSIGX,2.58,60.86,53.125322972498786,810,20.86,1
GSRAX,0.86,14.22,8.98,31083,-3.9200000000000013,0
BIGTX,0.48,16.83,7.37,3979,-7.32,0
MIDZX,0.73,19.59,13.52,151558,-5.3500000000000005,0
CUHAX,0.84,19.92,14.35,30011,-3.570000000000001,0
LAFRX,0.52,17.95,15.09,93311,-8.46,0
IDANX,0.93,19.76,14.35,44692,-2.630000000000001,0
HSLAX,1.52,23.53,15.83,3893,3.66,1
GSTSX,1.92,33.28,26.47,235542,9.479999999999997,1
PVEJX,0.69,16.81,10.3,12080,-5.700000000000001,0
OTCNX,1.71,32.01,18.38,112035,5.789999999999999,1
ARRFX,0.87,14.85,8.21,34912,-5.290000000000001,0
HSRSX,1.5,31.88,17.68,5428,4.34,1
BCVCX,0.23,13.44,8.92,45162,-12.18,0
HNVIX,0.81,17.18,9.31,1752,-2.9000000000000004,0
SEUIX,0.38,13.9,8.75,54824,-9.95,0
PZVSX,0.61,13.5,5.03,1878,-9.45,0
NVSOX,0.59,14.45,7.55,2159,-5.71,0
ACUIX,0.51,15.29,11.38,86820,-8.41,0
MIDQX,0.77,19.59,13.52,151558,-4.37,0
FSPGX,1.89,29.67,22.89,250561,10.54,1
LZSCX,0.76,19.63,13.29,5614,-4.69,0
PRFDX,0.6,16.25,10.84,57158,-7.15,0
PJTQX,1.49,28.52,21.78,207673,3.49,1
ATHIX,1.91,36.07,27.11,22882,9.4,1
FACGX,2.95,33.7,24.26,121246,24.649999999999995,1
SMDRX,0.8,20.73,15.47,13829,-4.32,0
TRVPX,0.35,13.95,9.35,12866,-9.95,0
ANDAX,0.4,17.71,13.29,71732,-9.91,0
FSLSX,0.8,13.55,7.81,9953,-4.9700000000000015,0
HSUTX,1.86,34.36,24.27,145305,9.529999999999998,1
BWLAX,0.33,14.08,7.53,38353,-10.94,0
GSSUX,0.5,17.09,9.48,3047,-7.950000000000001,0
MXXIX,2.02,41.8,29.14,24000,9.36,1
PMVEX,0.1,12.24,5.98,11316,-15.02,0
JMCVX,0.48,17.7,11.1,10030,-8.200000000000001,0
JSVRX,0.53,11.61,5.12,1593,-6.700000000000001,0
ALNFX,0.54,19.79,15.73,64861,-8.450000000000001,0
SEVIX,0.55,15.24,10.3,39316,-6.8900000000000015,0
TSNAX,2.62,61.39,31.89,108768,16.57,1
BMISX,0.53,14.75,9.82,53477,-9.36,0
FCVFX,0.73,13.01,7.56,7908,-7.3900000000000015,0
SAOPX,0.41,18.12,12.06,103502,-9.81,0
ITEIX,0.61,16.23,10.77,57202,-7.07,0
HQISX,0.64,17.67,13.97,99596,-6.44,0
MUHLX,0.45,13.53,6.4,28641,-9.080000000000002,0
FIKDX,0.54,11.19,7.33,49158,-7.290000000000001,0
PEYAX,0.81,16.32,11.99,77240,-4.320000000000001,0
JIVMX,0.57,13.83,9.5,42379,-7.19,0
HDGVX,0.9,17.56,13.32,127421,-3.2300000000000013,0
HMVAX,0.54,16.46,12.54,8695,-8.010000000000002,0
ILLLX,3.04,80.5,35.05,83804,24.1,1
FOPPX,2.04,43.46,30.21,133080,10.47,1
ALMRX,2.11,41.1,26.85,14985,12.979999999999995,1
BLYAX,1.55,25.9,16.86,64443,3.259999999999998,1
LAMAX,1.05,22.14,17.2,117148,-2.0,0
KSDVX,0.47,15.0,7.85,2253,-8.450000000000001,0
NYVCX,0.81,15.37,15.72,129640,-6.070000000000001,0
HWMZX,0.35,10.96,4.81,6389,-13.920000000000002,0
BRUHX,0.56,17.07,11.33,68384,-7.36,0
FMDCX,0.87,19.54,11.5,6376,-2.950000000000001,0
AGRCX,1.8,35.63,26.8,77805,6.7399999999999975,1
CRIMX,0.88,17.32,11.33,7437,-3.4200000000000013,0
GCGUX,1.84,31.12,26.97,227189,9.06,1
PIPPX,2.06,34.39,26.05,18989,11.7,1
FEISX,0.4,15.15,12.17,55947,-10.670000000000002,0
CABGX,1.78,31.37,24.7,192769,7.299999999999998,1
GGUIX,1.55,32.82,24.86,6298,6.350000000000001,1
SCGIX,1.82,39.51,21.21,5640,7.969999999999999,1
HULEX,0.68,14.8,10.57,97897,-5.370000000000001,0
IPMSX,0.69,17.2,10.06,7036,-5.710000000000001,0
PRBLX,1.39,25.52,16.99,136646,3.3699999999999988,1
CPGRX,1.71,32.22,26.56,18646,7.220000000000002,1
VRGWX,1.89,30.79,23.69,263698,10.47,1
IAFLX,1.94,28.16,26.62,180553,11.310000000000002,1
HSOAX,1.61,27.22,17.48,8392,2.8999999999999986,1
WMFFX,0.9,18.07,12.6,117267,-2.75,0
BRLGX,1.58,25.9,16.86,64443,4.119999999999999,1
SAGCX,1.0,18.58,12.4,35512,-4.4700000000000015,0
GMVAX,0.64,18.16,11.54,6090,-6.630000000000001,0
DRTHX,1.43,22.79,19.92,188676,4.41,1
EGORX,0.84,16.71,13.02,86552,-4.170000000000001,0
FFQSX,2.27,52.92,30.45,213301,14.779999999999998,1
JSGCX,1.63,31.2,23.79,233311,4.189999999999999,1
WHGLX,0.71,21.07,15.32,108647,-5.400000000000001,0
LCISX,1.81,21.81,19.38,83277,9.7,1
BPAVX,0.62,13.04,9.48,30749,-7.750000000000001,0
DVECX,1.79,47.78,32.53,52313,5.549999999999999,1
MXMDX,0.87,19.39,9.98,5168,-2.8600000000000003,0
FMPAX,0.25,12.69,7.34,9798,-10.65,0
DCUCX,0.22,11.76,9.32,47045,-12.36,0
JDVPX,0.49,15.12,9.83,59415,-9.32,0
EWMCX,1.53,23.36,18.28,148102,3.6999999999999993,1
LAFCX,0.47,17.95,15.09,93311,-9.52,0
FIIMX,0.86,19.38,13.44,11225,-4.500000000000001,0
IUTCX,0.3,16.81,9.07,52107,-9.590000000000002,0
QCLGX,1.82,30.12,19.84,147896,6.990000000000002,1
MNDAX,2.18,28.86,19.55,4364,14.38,1
ALFFX,1.25,17.08,12.19,3517,-3.05,0
CBLLX,0.83,14.26,8.4,33782,-5.830000000000001,0
LCGFX,2.02,35.55,27.13,208186,10.47,1
IATNX,1.9,49.06,29.76,92797,11.32,1
FOSBX,0.54,19.15,12.01,2543,-6.9300000000000015,0
LCBDX,0.81,14.76,8.09,46761,-4.130000000000001,0
CSCVX,0.54,12.2,5.59,1338,-6.86,0
NMPAX,0.89,19.75,11.67,6330,-2.1999999999999997,0
JUESX,1.41,21.89,17.67,148814,3.4399999999999995,1
IYSMX,0.69,17.88,11.54,4089,-5.48,0
MMFYX,1.03,20.59,16.57,118460,-2.52,0
HWLCX,0.51,12.69,7.22,49097,-11.4,0
HISVX,0.81,20.34,11.56,4203,-4.740000000000001,0
ASCQX,0.78,16.28,7.73,2529,-4.1800000000000015,0
TISWX,1.25,21.61,15.85,165512,2.1099999999999994,1
BHBFX,0.88,18.94,15.3,121126,-3.5600000000000005,0
SLCSX,1.42,23.13,15.395322972498793,40327,2.67,1
BRUJX,0.47,17.07,11.33,68384,-9.38,0
VSCRX,1.59,26.97,20.66,6113,5.02,1
BGRIX,1.92,38.85,28.22,13352,8.16,1
DNLRX,0.46,20.46,13.47,15366,-8.790000000000001,0
JRSCX,0.88,22.81,15.29,39972,-3.3800000000000012,0
AUIRX,0.63,18.02,13.36,125398,-7.2200000000000015,0
LSVVX,0.4,12.78,7.99,48020,-9.05,0
EGOHX,0.79,16.71,13.02,86552,-5.5600000000000005,0
FAVAX,0.65,14.36,9.43,50851,-6.24,0
HSMYX,0.69,11.79,7.93,1844,-5.7,0
LAMSX,1.05,22.14,17.2,117148,-2.02,0
TSCIX,1.7,28.88,18.97,3406,7.789999999999999,1
PMAQX,1.48,23.06,20.49,22908,2.8200000000000003,1
ARSLX,1.46,25.38,20.96,148912,3.9099999999999984,1
AOFIX,2.42,55.04,35.89,6313,17.78,1
JSJFX,1.19,25.6,14.38,3703,3.1899999999999995,1
HSRUX,1.51,31.88,17.68,5428,4.559999999999999,1
MGHRX,3.23,146.93,38.49,55810,29.219999999999995,1
ERLVX,0.79,17.72,12.68,64402,-4.53,0
GOFCX,1.68,33.19,21.93,19456,5.809999999999999,1
INUTX,0.57,15.29,11.38,86820,-6.86,0
JENYX,1.38,24.58,19.69,198122,2.8200000000000003,1
VISVX,0.64,13.77,8.13,4597,-5.6400000000000015,0
TCPWX,3.12,80.5,35.05,83804,27.12,1
VLACX,1.31,23.06,16.93,167140,2.549999999999999,1
ALARX,1.9,31.57,23.72,271237,8.98,1
MLSAX,1.52,32.82,24.86,6298,5.58,1
GWSAX,0.4,25.52,7.64,6638,-10.89,0
JSCHX,1.52,17.72,11.15,3223,5.609999999999998,1
MISGX,1.46,20.83,8.9,1555,4.420000000000002,1
PJGRX,2.19,49.8,30.55,249617,11.75,1
SLVAX,0.67,13.52,9.23,60589,-6.290000000000001,0
FZANX,1.37,29.08,23.17,203449,2.119999999999999,1
LMBMX,0.68,14.15,7.17,1855,-4.94,0
PAWAX,2.05,27.69,19.96,114676,10.619999999999996,1
ASPZX,1.96,32.75,24.02,189172,9.759999999999998,1
CHDPX,0.34,16.62,11.35,108671,-9.69,0
EGFIX,2.01,38.77,32.72,146019,9.87,1
OIEIX,0.73,18.57,13.89,90410,-5.630000000000001,0
PINDX,1.66,29.07,23.16,167146,5.399999999999999,1
BDFIX,2.42,42.43,27.46,3077,17.179999999999996,1
GSRLX,0.89,14.22,8.98,31083,-3.2600000000000007,0
ACLLX,0.73,18.22,14.02,94899,-4.8900000000000015,0
SCVIX,0.48,13.39,7.03,1518,-7.840000000000002,0
STRLX,0.56,18.16,12.34,12539,-7.330000000000001,0
CWSIX,0.31,17.62,8.92,2435,-10.29,0
RRBGX,1.74,32.58,25.28,281208,5.75,1
SSCDX,0.77,18.18,10.71,4723,-4.130000000000001,0
JDMRX,1.47,23.75,17.59,15538,2.3599999999999994,1
LAMQX,1.02,22.14,17.2,117148,-2.7600000000000007,0
NLCCX,1.56,34.63,25.13,170202,4.199999999999998,1
LFSFX,0.92,10.77,6.95,1899,-4.260000000000002,0
IVOIX,0.97,18.73,12.58,10985,-2.8400000000000016,0
MMQLX,0.73,16.97,9.44,2456,-6.48,0
ALFYX,1.26,17.08,12.19,3517,-5.15,0
TQAIX,1.41,25.95,17.56,5890,3.1199999999999988,1
SLCGX,1.5,26.02,18.97,192186,4.52,1
CHDVX,0.38,16.62,11.35,108671,-8.690000000000001,0
JGIRX,1.47,22.97,17.11,201243,4.1400000000000015,1
CIPNX,1.37,22.89,15.2,2626,4.25,1
WMGBX,2.15,36.12,25.83,21262,11.669999999999998,1
LAMCX,0.98,22.14,17.2,117148,-3.5800000000000014,0
PLCGX,1.96,33.36,25.09,173751,9.61,1
AMVRX,0.5,16.02,10.15,16969,-8.860000000000003,0
GGCAX,1.94,36.53,25.71,297888,9.35,1
AUERX,0.11,8.5,5.48,1124,-13.91,0
ALCCX,1.84,31.67,23.73,262842,7.349999999999998,1
JMVYX,0.54,16.53,9.49,14611,-7.420000000000001,0
HSEIX,0.68,11.79,7.93,1844,-5.880000000000001,0
JSVAX,1.78,22.7,16.71,19870,7.1099999999999985,1
DSGGX,3.06,40.15,28.88,5201,25.920000000000005,1
NYVTX,0.88,15.37,15.72,129640,-4.4300000000000015,0
SFVYX,0.34,13.68,8.71,26676,-10.96,0
VSFCX,0.43,13.04,7.34,2128,-10.31,0
ANOCX,2.05,27.85,17.1,4039,10.75,1
PGWCX,1.89,33.64,25.92,204556,7.690000000000001,1
FLSCX,1.22,17.82,10.01,42863,-2.0600000000000005,0
MGRIX,2.22,41.2,30.28,224897,11.54,1
ARSZX,0.91,5.04,7.13,3429,-4.160000000000001,0
FSKAX,1.29,21.52,15.34,97443,2.66,1
MCPRX,1.89,39.11,29.43,21470,8.080000000000002,1
NDVRX,0.78,14.56,7.14,3101,-5.73,0
ADKSX,0.19,11.48,4.89,853,-11.91,0
NSNRX,2.18,30.3,20.45,4756,14.839999999999995,1
MCDVX,0.64,14.48,10.16,76534,-7.330000000000001,0
JVARX,0.56,15.58,9.78,42966,-7.6400000000000015,0
GCEUX,1.35,23.37,17.46,153047,2.3000000000000007,1
AULNX,2.21,38.1,25.99,304076,14.38,1
BFGUX,3.56,85.74,35.12,75850,34.28999999999999,1
GLCUX,1.54,27.62,19.82,169369,5.290000000000001,1
LSSNX,1.74,33.93,19.24,3737,8.059999999999999,1
MSDVX,0.7,14.48,10.16,76534,-5.990000000000001,0
MRLSX,1.4,24.32,18.31,104375,2.3199999999999985,1
PMDAX,0.28,17.5,11.17,5445,-10.87,0
ADJEX,1.56,33.62,24.24,20316,4.819999999999999,1
RPEAX,0.73,19.08,11.66,51850,-5.7700000000000005,0
CAMSX,0.85,18.66,12.19,2827,-3.1900000000000004,0
PQIRX,0.48,17.47,12.34,36804,-8.600000000000001,0
JPPEX,1.33,21.42,13.87,18759,2.5799999999999983,1
RGWGX,1.29,23.57,18.94,90716,2.369999999999999,1
VVOAX,0.67,13.52,6.49,10997,-10.29,0
JSSSX,1.98,50.83,31.33,42966,10.3,1
JMVPX,0.5,16.53,9.49,14611,-8.440000000000001,0
HGIIX,1.37,23.16,19.29,161048,3.1899999999999977,1
DEEVX,2.97,43.64,29.76,10908,20.75,1
LSVMX,0.45,13.33,8.29,51044,-7.52,0
QDVCX,0.41,13.51,8.63,72236,-9.58,0
FRCEX,0.34,21.51,16.63,188817,-9.57,0
LGOAX,2.04,11.62,8.05,18136,8.77,1
FIUVX,0.49,14.09,10.34,72851,-8.64,0
MDKSX,0.88,19.65,11.6,6298,-2.59,0
TARKX,1.0,23.76,6.24,7959,-2.1900000000000013,0
HRCMX,1.45,24.86,19.39,248809,4.15,1
LADFX,2.75,37.43,25.73,5286,24.05,1
SCRLX,1.43,21.92,15.98,238608,3.879999999999999,1
CLIQX,0.87,14.24,5.46,8134,-4.04,0
CGFFX,1.68,28.98,21.3,144040,7.050000000000002,1
IOVVX,0.58,13.82,6.62,63265,-7.6,0
LSHAX,1.19,16.85,11.57,4115,-3.200000000000001,0
FLUEX,0.55,16.38,11.14,55606,-8.870000000000003,0
MGOSX,0.96,22.77,18.24,18598,-2.8600000000000003,0
HDPSX,0.8,15.78,7.22,2409,-5.580000000000001,0
GQETX,1.37,24.22,17.96,216933,3.219999999999999,1
CUSCX,0.84,15.23,9.49,1819,-5.69,0
MEIGX,0.61,18.09,14.75,93338,-8.200000000000001,0
FSEIX,0.56,14.57,9.51,11401,-7.870000000000001,0
FLKSX,0.75,10.56,6.29,7777,-4.250000000000001,0
SNWCX,0.81,11.05,6.57,2755,-8.06,0
ODMCX,0.72,23.4,16.44,8367,-6.82,0
PFFDX,0.34,14.38,7.54,2468,-10.27,0
MMMSX,0.54,15.15,7.63,5048,-7.9300000000000015,0
FLCLX,2.46,33.91,23.2,164794,18.72,1
SPEGX,1.78,27.79,22.11,219709,7.289999999999999,1
JSMTX,2.47,52.83,33.88,7927,17.94,1
MECIX,0.37,15.88,11.34,1349,-10.49,0
MLVKX,0.66,18.62,13.61,63197,-6.260000000000002,0
DTCAX,1.41,22.79,19.92,188676,4.0299999999999985,1
GGGPX,1.45,26.01,20.32,141916,3.469999999999999,1
TGCEX,2.01,37.76,28.79,162356,10.229999999999997,1
SUVCX,0.12,13.15,6.57,39815,-15.0,0
FSWCX,0.52,12.15,7.5,69699,-8.06,0
CHVCX,0.3,16.62,11.35,108671,-10.69,0
LCBGX,1.8,35.9,25.61,22858,7.370000000000001,1
VIIIX,1.25,22.63,16.52,176939,2.0600000000000005,1
PXSAX,0.62,16.08,9.71,1898,-4.700000000000001,0
MYSGX,2.13,20.31,12.95,2859,13.739999999999998,1
LVAMX,0.43,13.33,8.29,51044,-8.05,0
CCGRX,1.74,28.51,21.99,227999,7.600000000000001,1
KNGLX,0.83,18.07,13.12,39270,-4.410000000000001,0
DVZRX,0.45,14.27,8.31,3378,-9.11,0
JUSRX,1.42,21.89,17.67,148814,3.759999999999998,1
ALFKX,1.24,17.08,12.19,3517,2.17,1
CVGCX,1.5,30.06,23.2,178036,2.879999999999999,1
FCCGX,1.75,19.51,13.55,4087,6.509999999999998,1
PFPPX,2.04,34.39,26.05,18989,11.3,1
GRINX,0.83,17.94,14.33,72465,-4.1800000000000015,0
VECRX,0.87,16.89,10.73,45665,-3.3800000000000012,0
GCASX,0.66,19.24,8.48,3319,-6.580000000000001,0
JDSRX,0.21,15.64,8.53,2429,-11.23,0
VFGAX,1.78,43.32,30.59,139095,4.949999999999998,1
DCUSX,0.31,11.76,9.32,47045,-10.15,0
SGFFX,3.17,110.91,37.37,11232,26.29,1
BIADX,0.87,18.91,14.85,140220,-3.4600000000000013,0
BCSSX,2.02,42.85,32.23,7508,10.82,1
CDEYX,0.74,17.51,12.4,78571,-5.6400000000000015,0
GCGCX,1.75,31.12,26.97,227189,6.599999999999998,1
FLCPX,1.25,21.61,15.85,165676,2.049999999999999,1
SFVCX,0.26,13.68,8.71,26676,-12.93,0
JRJUX,0.89,12.44,5.98,1673,-4.280000000000001,0
TEQWX,1.29,21.52,15.39,99015,2.84,1
CSSYX,0.68,15.49,8.41,3587,-6.210000000000001,0
CIPIX,1.65,26.97,19.79,14021,6.940000000000001,1
DCDGX,2.19,32.41,21.57,4019,12.0,1
AFNAX,0.85,20.79,17.41,133434,-3.870000000000001,0
MEFZX,1.53,26.26,22.62,20338,4.18,1
AGFIX,1.9,35.63,26.8,77805,9.150000000000002,1
OEGAX,1.86,40.32,28.91,20068,8.43,1
APHSX,2.6,53.04,29.59,7157,19.95,1
PSGRX,2.12,32.47,22.75,4762,12.970000000000002,1
LACAX,1.41,27.58,21.36,7880,3.17,1
ADSIX,1.51,34.06,24.5,217864,4.34,1
SFLCX,1.17,21.28,14.49,171400,-3.2200000000000006,0
GWGZX,1.29,24.8,17.3,7058,2.379999999999999,1
PRCGX,0.29,16.26,7.87,204,-9.58,0
SGGCX,1.85,28.99,25.89,175230,8.759999999999998,1
MXXVX,1.01,15.45,11.56,59322,-4.3100000000000005,0
PMVYX,1.91,31.73,21.31,21639,10.93,1
DPCEX,1.83,49.1,31.29,50810,6.619999999999997,1
CSMMX,1.93,32.6,16.45,95897,8.59,1
PCMRX,0.3,17.34,11.29,15331,-11.57,0
ADNPX,3.67,95.4,34.58,28692,35.73999999999999,1
PJFPX,2.22,49.8,30.55,249617,12.569999999999995,1
STSRX,1.81,33.0,22.01,4256,9.02,1
TRSDX,1.58,31.46,22.85,8078,5.82,1
MECAX,0.36,15.88,11.34,1349,-10.76,0
ADNIX,3.7,95.4,34.58,28692,36.66,1
AUIIX,0.68,18.02,13.36,125398,-5.92,0
RFEBX,0.98,18.82,15.27,104576,-2.83,0
EGRYX,2.5,39.01,23.44,4586,18.13,1
JIMSX,2.46,41.95,23.47,20638,17.47,1
SHFVX,0.31,13.68,8.71,26676,-11.7,0
MDRFX,0.84,13.03,8.06,16769,-4.780000000000001,0
AOFAX,2.42,55.04,35.89,6313,17.66,1
MEIIX,0.69,18.09,14.75,93338,-6.170000000000001,0
MAWDX,0.93,19.56,16.59,65672,-3.6800000000000015,0
OEGIX,1.89,40.32,28.91,20068,9.32,1
CSGTX,1.43,41.48,23.33,3382,2.68,1
ATIIX,0.67,11.38,4.54,3271,-5.550000000000002,0
IHSFX,2.27,27.15,15.79,4595,15.330000000000002,1
IYGIX,1.84,32.22,25.06,239768,8.049999999999997,1
TMVIX,0.91,22.77,14.57,21042,-3.5000000000000013,0
REQSX,0.85,16.75,11.75,90894,-4.960000000000001,0
KNGIX,0.85,18.07,13.12,39270,-3.870000000000001,0
MOATX,0.44,15.96,13.3,41542,-7.85,0
RDLCX,1.38,23.38,17.54,172135,2.1599999999999984,1
CBLSX,0.85,14.26,8.4,33782,-5.340000000000002,0
MAGLX,2.24,55.11,31.85,117961,11.990000000000002,1
GTSAX,1.87,38.12,22.33,6090,9.260000000000002,1
LSRIX,0.54,5.12,5.4,1395,-10.6,0
VHYAX,0.6,15.47,10.98,85549,-5.800000000000002,0
NGRDX,1.67,27.27,21.75,124831,6.879999999999999,1
HSUAX,1.85,34.36,24.27,145305,8.98,1
GAEGX,1.72,28.51,21.99,227999,7.050000000000002,1
CGFAX,1.66,28.98,21.3,144040,6.539999999999999,1
GGOAX,1.86,33.62,27.01,23307,8.529999999999998,1
ATISX,0.67,11.38,4.54,3271,-5.4300000000000015,0
WMGAX,2.22,36.12,25.83,21262,13.63,1
PQNAX,0.43,17.08,12.21,19560,-9.68,0
UMLGX,2.07,34.31,29.94,114551,9.04,1
FISTX,0.25,14.32,8.29,3361,-11.54,0
VSIIX,0.65,13.77,8.13,4597,-5.38,0
OALGX,1.7,29.53,22.93,223377,5.429999999999998,1
JDERX,1.79,39.36,27.17,22953,7.679999999999996,1
IMPAX,1.87,32.14,17.29,5849,12.11,1
PZFVX,0.42,11.39,5.84,25171,-12.9,0
IYMIX,2.25,36.12,25.83,21262,14.52,1
ATGCX,0.83,20.79,15.93,17256,-5.740000000000001,0
JDCAX,1.97,40.86,27.41,233213,9.659999999999997,1
ORSIX,1.18,16.17,11.13,2010,2.6899999999999995,1
GVCIX,0.6,15.19,8.86,17004,-6.710000000000001,0
DDDCX,0.93,20.15,8.58,3633,-4.790000000000001,0
FSIUX,0.39,16.81,9.07,52107,-7.440000000000001,0
MGTIX,1.68,26.36,21.54,162582,6.949999999999998,1
PGOEX,2.02,36.19,25.46,320423,11.13,1
OCRDX,0.96,25.42,17.74,173857,-3.4300000000000006,0
