Ticker,ROE Last Year (%),Debt/Capital Last Year (%),No. of Holdings in Portfolio,% Assets in Top 10 Holdings,"Closed to New Investors (Yes=1, No=0)",3-year Annualized Return vs. S&P500,Outperform / Underperform
VHIAX,28.69,43.23,84,37.27,0,13.709999999999996,1
MSSYX,-10.0,39.72,113,25.73,0,13.69,1
RYPRX,13.03,30.08,55,26.91,0,-2.040000000000001,0
JIGZX,35.45,46.87,89,43.29,0,2.75,1
ANODX,-1.98,41.98,143,13.37,0,13.779999999999998,1
LADYX,-6.16,30.88,102,17.28,0,24.27,1
SNXFX,24.44,45.14,992,24.0,0,2.6499999999999986,1
BGRUX,12.19,49.47,54,54.73,0,8.149999999999999,1
MKFOX,30.85,43.45,46,46.84,0,10.989999999999998,1
VMVIX,11.69,49.17,199,10.96,1,-6.840000000000002,0
FLCNX,26.3,36.33,359,45.19,0,5.01,1
ABSAX,5.65,39.08,640,11.91,0,-8.600000000000001,0
APDSX,-6.83,33.12,62,38.44,0,19.75,1
PSGAX,23.82,29.37,31,53.07,1,15.819999999999995,1
DFDPX,20.38,43.32,41,40.51,0,8.25,1
ACFNX,8.57,42.44,40,50.68,0,21.3,1
ZSCCX,5.38,32.21,103,19.62,0,-9.87,0
JGACX,28.69,43.23,84,37.27,0,12.57,1
SSPSX,32.38,42.3,43,50.26,0,8.489999999999998,1
MFVZX,24.13,51.41,71,37.72,0,-2.1000000000000014,0
LDFVX,22.2,47.85,75,22.34,0,-7.6800000000000015,0
COPLX,19.57,50.98,61,42.37,0,-3.4700000000000006,0
WMGCX,13.6,31.11,69,26.98,0,11.97,1
NEOMX,4.63,31.87,25,30.22,0,-5.940000000000001,0
GQESX,32.8,42.04,51,42.51,0,3.1999999999999997,1
GGOIX,11.29,44.24,91,21.52,0,9.27,1
PCMVX,9.74,40.77,717,13.97,0,-5.92,0
GBSYX,17.41,30.45,56,30.2,0,-3.8400000000000007,0
LMMRX,25.88,50.45,55,33.57,0,-3.9300000000000006,0
IATIX,13.58,40.45,39,45.39,0,9.689999999999998,1
FDTIX,26.13,43.21,203,31.22,0,2.25,1
ATVIX,-1.57,38.28,3,98.8,0,3.76,1
BAGAX,25.9,41.63,32,40.05,0,8.829999999999998,1
FSMVX,16.28,37.42,87,37.19,0,-10.07,0
PXSGX,23.82,29.37,31,53.07,1,16.43,1
JVMTX,8.69,46.18,148,14.88,0,-7.15,0
NSNCX,-4.83,37.83,99,18.32,0,13.7,1
MAISX,2.84,45.86,152,10.93,0,-8.860000000000003,0
JNMCX,17.4,42.24,64,27.94,1,-8.010000000000002,0
NBDRX,28.97,46.2,41,35.09,0,-2.8100000000000014,0
ARGFX,3.42,48.12,38,38.79,0,-5.830000000000001,0
ONRDX,33.65,51.46,71,35.13,0,-2.400000000000001,0
MEGBX,28.24,40.32,76,43.55,0,6.449999999999998,1
PEQCX,19.73,51.57,92,25.41,0,-5.880000000000001,0
PGBEX,29.56,46.28,42,55.8,0,8.909999999999998,1
LEICX,14.83,46.51,73,25.74,0,-10.35,0
JDPAX,17.4,42.24,64,27.94,0,-8.610000000000001,0
OIEFX,19.37,46.33,87,22.55,0,-6.1400000000000015,0
JFRNX,30.52,42.87,41,48.44,0,10.439999999999998,1
TWQAX,18.2,43.71,45,32.52,0,-10.3,0
AFALX,23.49,52.32,87,16.51,0,-5.990000000000001,0
RFNAX,18.85,43.92,327,23.69,0,-3.4700000000000006,0
AFICX,18.85,43.92,327,23.69,0,-3.400000000000001,0
DVIPX,19.22,49.95,43,32.28,0,-8.030000000000001,0
DNVYX,16.03,35.06,40,53.73,0,-3.910000000000001,0
WEQRX,25.23,46.74,52,33.58,0,-3.94,0
SSMEX,10.63,37.22,969,5.07,0,-4.990000000000001,0
STSAX,5.55,43.65,84,18.39,0,-4.510000000000002,0
IASSX,9.19,41.92,194,14.31,0,-6.750000000000001,0
MAAAX,20.45,41.28,67,33.01,0,-4.550000000000002,0
HNACX,20.18,39.07,58,45.29,0,12.61,1
LMIYX,-15.21,25.26,84,25.0,0,26.51,1
IASAX,9.19,41.92,194,14.31,0,-7.260000000000002,0
SPWYX,5.07,33.17,95,19.91,0,8.619999999999997,1
CLSPX,14.64,33.46,66,22.99,0,7.220000000000002,1
CLRYX,26.09,41.34,49,46.3,0,9.38,1
FETKX,17.83,47.8,118,22.28,0,-6.65,0
MGOTX,12.91,44.46,93,17.5,0,-5.24,0
HRSMX,-7.41,40.08,94,28.17,0,13.13,1
FIVVX,11.96,45.51,96,19.03,0,-8.5,0
IICHX,35.29,49.49,45,41.26,0,-3.530000000000001,0
WOOSX,18.6,42.95,96,18.33,0,-4.760000000000002,0
CSGYX,-2.98,34.93,94,25.2,0,23.22,1
FTXFX,-2.92,41.97,53,24.83,0,12.080000000000002,1
ACVIX,3.66,42.21,102,23.62,0,-3.7500000000000013,0
PSTAX,18.38,35.31,44,49.59,0,8.440000000000001,1
GQEFX,32.8,42.04,51,42.51,0,3.3100000000000005,1
OGRIX,11.07,48.9,36,46.22,0,-7.7200000000000015,0
EPLPX,24.77,51.58,106,18.13,0,-7.27,0
CWCFX,9.13,34.97,73,40.33,0,7.52,1
AWSHX,20.76,46.39,182,30.64,0,-3.1500000000000004,0
SUVAX,6.3,42.58,197,17.7,0,-13.02,0
CZMGX,29.72,41.42,158,35.71,0,6.9899999999999975,1
TRPSX,25.74,46.58,632,21.51,0,2.1,1
ADVGX,17.68,44.19,32,40.5,0,-6.33,0
WPASX,29.22,47.96,21,63.01,0,5.399999999999999,1
AMPAX,2.21,48.49,124,18.37,0,-11.53,0
MVCHX,6.25,43.82,152,11.35,0,-5.800000000000002,0
MNDGX,-1.95,38.99,121,18.02,0,12.689999999999998,1
OAZMX,13.81,49.08,55,32.11,0,-5.120000000000001,0
HRVIX,4.7,35.79,47,35.52,0,-3.3599999999999994,0
MSSVX,-10.0,39.72,113,25.73,0,12.829999999999998,1
LBRTX,6.79,43.68,92,17.12,0,-4.66,0
UMBHX,5.3,35.71,76,22.87,0,6.190000000000001,1
FMGGX,2.16,37.87,126,18.99,0,13.29,1
HMVTX,8.54,40.9,83,19.39,0,-7.360000000000001,0
AUXFX,25.6,46.34,106,41.63,0,-6.370000000000001,0
LMCQX,14.38,44.93,77,18.35,0,-9.43,0
USLYX,18.51,41.1,30,43.85,0,8.280000000000001,1
FVLCX,16.81,39.21,54,37.25,0,-13.12,0
RICCX,22.23,45.93,207,34.18,0,-3.5600000000000005,0
FMPEX,16.28,37.42,87,37.19,0,-12.14,0
OEGNX,16.7,36.63,91,20.13,0,7.849999999999998,1
HDSVX,0.74,45.15,43,33.39,0,-8.170000000000002,0
DFRIX,4.55,35.43,41,39.08,0,21.93,1
TQSAX,11.58,40.43,350,6.02,0,-3.4800000000000004,0
INSAX,3.24,34.07,33,56.51,0,-3.390000000000001,0
ALGYX,26.95,40.52,51,52.98,0,12.29,1
IDAEX,23.24,47.12,66,17.58,0,-2.9000000000000004,0
PMBPX,14.58,53.61,84,29.55,1,2.28,1
CDGIX,32.06,51.31,41,36.3,0,-4.110000000000001,0
WDSCX,3.33,33.41,75,21.8,0,12.25,1
LAMGX,-15.21,25.26,84,25.0,0,26.299999999999994,1
HDCTX,27.72,51.36,51,28.98,0,-7.050000000000002,0
LVOAX,15.59,39.31,74,19.9,0,-3.7600000000000007,0
KCGIX,31.93,45.28,69,42.23,0,5.6999999999999975,1
SSDCX,2.36,40.18,126,18.92,0,-2.97,0
WLGRX,33.74,41.39,43,50.72,0,6.530000000000001,1
HSLRX,-1.72,36.8,174,11.02,0,3.129999999999999,1
HNVRX,8.42,39.53,56,29.87,0,-3.82,0
PPQMX,16.32,36.97,391,17.86,0,5.7499999999999964,1
VIVIX,18.62,48.01,328,22.01,0,-5.15,0
YOVIX,7.46,33.22,52,35.45,0,5.089999999999998,1
VMCRX,8.98,45.02,68,25.86,0,5.6400000000000015,1
MMEAX,-2.27,42.18,146,11.18,0,-9.97,0
VSPIX,28.52,44.86,79,30.32,0,-3.810000000000001,0
LADIX,28.24,54.67,83,36.62,0,-4.23,0
PEXMX,0.34,39.32,1548,7.54,0,4.24,1
LAVFX,22.2,47.85,75,22.34,0,-7.360000000000001,0
FEIKX,17.84,46.17,131,20.49,0,-4.3900000000000015,0
GQLOX,32.8,42.04,51,42.51,0,3.419999999999998,1
PNAIX,19.51,42.54,91,32.78,0,11.510000000000002,1
BRAGX,19.51,47.81,92,19.03,0,-9.19,0
BFTHX,11.21,33.46,39,41.05,0,11.989999999999998,1
FSCCX,5.14,39.52,87,17.49,0,-14.080000000000002,0
RSSRX,9.0,42.98,61,26.7,0,5.469999999999998,1
EVSHX,28.72,44.26,170,28.68,0,-2.140000000000001,0
DFFVX,1.9,38.76,1395,6.32,0,-7.450000000000001,0
DFSIX,23.33,43.91,2054,19.4,0,2.3599999999999994,1
STFFX,24.5,39.31,66,50.65,0,6.52,1
ARFFX,19.45,50.47,32,50.54,0,-6.86,0
RDERX,15.06,45.17,71,26.29,0,-5.770000000000001,0
WSCJX,6.88,35.14,310,8.15,0,-5.1400000000000015,0
HAGAX,8.33,37.08,97,21.92,0,6.399999999999999,1
PYVSX,24.8,52.89,90,21.59,0,-5.540000000000001,0
BARAX,18.24,42.69,66,38.09,0,7.039999999999999,1
DEVLX,7.59,37.93,112,19.85,0,-9.98,0
RFNBX,18.85,43.92,327,23.69,0,-3.4600000000000013,0
MAWBX,20.45,41.28,67,33.01,1,-6.620000000000001,0
ALPAX,17.59,40.99,45,40.88,0,-7.1400000000000015,0
PDIAX,25.44,50.38,36,39.08,0,-3.9700000000000006,0
ODIIX,5.78,34.68,115,20.15,1,14.490000000000002,1
MRGKX,23.81,43.71,190,29.76,0,2.4999999999999982,1
MFECX,28.24,40.32,76,43.55,0,6.449999999999998,1
HWMAX,-3.17,46.99,70,33.19,0,-14.72,0
BWLYX,16.57,45.66,104,15.96,0,-10.37,0
EKJYX,14.53,36.22,79,39.37,0,9.56,1
TPLNX,6.13,39.57,60,28.06,0,-7.710000000000001,0
LBSCX,28.44,48.58,82,26.47,0,-4.690000000000001,0
JGMAX,4.5,40.7,125,19.08,1,2.5700000000000003,1
VLMIX,24.47,33.54,31,46.59,0,5.100000000000001,1
PGWIX,4.03,35.93,61,25.57,0,12.41,1
RDVCX,14.77,29.98,69,34.63,0,-10.12,0
KAUAX,1.8,27.59,183,20.73,0,5.839999999999996,1
CYSRX,2.4,31.31,88,18.51,0,6.059999999999999,1
MSAFX,5.29,46.88,52,27.51,0,-8.860000000000003,0
NMGRX,6.77,40.72,92,17.59,0,6.460000000000001,1
JCVCX,-1.16,46.78,39,39.39,0,-14.4,0
LRSRX,8.29,41.39,75,20.79,0,-9.53,0
EBCGX,13.35,39.89,107,23.0,0,6.939999999999998,1
TOTTX,6.58,44.08,67,23.43,0,-5.300000000000002,0
FDETX,19.19,50.9,174,37.79,1,-3.1000000000000014,0
KAUFX,1.8,27.59,183,20.73,0,5.780000000000001,1
CMUAX,6.83,46.28,51,27.66,0,-5.5200000000000005,0
LCBEX,25.88,50.45,55,33.57,0,-2.49,0
PGSGX,-5.18,32.5,127,15.75,0,15.46,1
JDNRX,34.22,50.18,69,38.5,0,-2.99,0
TWVLX,9.65,42.43,98,26.33,0,-7.4300000000000015,0
LVOOX,15.59,39.31,74,19.9,0,-3.0100000000000016,0
CSCZX,3.09,31.89,193,10.49,0,-7.760000000000002,0
MRRFX,6.14,45.33,98,20.75,0,-5.290000000000001,0
GVEZX,16.96,45.48,150,20.55,0,-7.4,0
VMMCX,15.14,44.72,438,16.54,0,-6.630000000000001,0
CBBZX,18.02,38.82,72,28.98,0,-5.7200000000000015,0
AFGFX,29.24,44.46,48,49.36,0,10.229999999999997,1
PQNCX,17.81,43.95,139,16.58,0,-11.19,0
SCAUX,30.81,52.58,108,19.53,0,-12.11,0
NBGIX,22.34,29.3,104,21.86,0,3.4499999999999997,1
JCONX,10.25,48.6,45,44.05,0,7.43,1
RVPCX,-4.27,24.78,115,22.54,0,8.469999999999999,1
MDIVX,26.43,53.55,77,26.79,0,-6.050000000000002,0
ESERX,17.23,46.77,30,48.85,0,3.03,1
SSVSX,28.52,44.86,79,30.32,0,-4.16,0
NLCAX,30.98,45.13,55,48.25,0,5.830000000000003,1
CTVIX,1.48,29.51,29,58.07,0,-13.8,0
MAFOX,30.85,43.45,46,46.84,0,10.72,1
EIVIX,18.02,46.08,44,32.42,0,-4.800000000000002,0
GTMRX,3.32,35.32,107,18.49,0,12.5,1
ARDGX,24.48,52.91,43,29.39,0,-11.54,0
AMVGX,11.87,41.78,96,20.7,1,-7.420000000000001,0
MXVHX,18.2,51.39,175,18.96,0,-5.840000000000002,0
IYVBX,12.48,47.31,39,33.44,1,-10.010000000000002,0
WLVKX,24.92,37.89,107,18.24,0,-5.110000000000001,0
JGASX,28.69,43.23,84,37.27,0,14.259999999999998,1
CBEAX,12.31,41.77,48,29.69,0,-5.990000000000001,0
RYTRX,10.97,33.17,119,17.55,0,-7.15,0
MPSSX,-3.49,35.13,267,11.34,0,2.92,1
MGPIX,15.07,38.14,251,12.61,0,-2.7900000000000014,0
MEYWX,20.58,42.51,72,27.01,0,4.819999999999999,1
MMECX,-2.27,42.18,146,11.18,0,-11.67,0
PVADX,11.05,36.95,150,21.61,0,-13.32,0
DGEZX,19.2,48.02,93,32.2,0,-7.840000000000002,0
GSPIX,23.2,44.33,181,26.89,0,3.33,1
MBIRX,-9.08,34.39,45,48.8,0,35.86,1
LEVIX,18.51,43.93,27,58.67,0,-2.460000000000001,0
GSURX,29.04,43.42,152,32.47,0,-2.25,0
EKORX,22.57,38.14,58,38.42,0,8.95,1
STRGX,15.03,39.87,52,27.81,0,-6.820000000000001,0
FOCCX,20.05,44.42,31,65.46,0,4.6,1
NTIAX,10.72,40.42,403,8.73,0,-2.7300000000000013,0
GSMSX,6.49,43.96,114,16.66,0,-4.100000000000001,0
LBWCX,24.28,47.34,218,31.14,0,-9.4,0
JLGIX,25.22,34.78,34,43.28,0,5.119999999999999,1
CMGIX,15.58,35.82,77,26.43,0,11.41,1
HWLAX,6.98,49.87,58,37.95,0,-10.010000000000002,0
VSVYX,28.52,44.86,79,30.32,0,-3.7100000000000013,0
RSEDX,15.06,45.17,71,26.29,0,-5.670000000000001,0
QASGX,-2.6,37.62,253,13.61,0,2.2199999999999993,1
TWGIX,28.23,40.35,82,53.59,0,8.77,1
GRGVX,27.35,46.21,46,39.03,1,2.3599999999999994,1
MDKFX,10.65,40.51,403,7.55,0,-3.1300000000000012,0
BOSCX,2.26,34.47,116,17.65,0,-7.07,0
IRGUX,15.59,41.47,351,11.72,0,6.73,1
DWOIX,24.91,39.71,53,46.16,0,10.689999999999998,1
ACFCX,8.57,42.44,40,50.68,0,19.35,1
BRWCX,34.1,43.04,100,43.99,0,3.35,1
HPEAX,27.98,38.99,44,46.88,0,-11.34,0
HRSIX,-7.41,40.08,94,28.17,0,13.27,1
FZAFX,22.34,36.29,180,45.29,0,11.7,1
BAEIX,25.46,50.56,37,39.42,0,-3.4200000000000013,0
EKONX,22.57,38.14,58,38.42,0,10.439999999999998,1
PNOPX,23.76,48.28,68,35.23,0,6.1599999999999975,1
JRASX,28.07,43.02,81,49.6,0,6.509999999999998,1
CAMZX,8.25,30.11,52,23.38,0,-2.870000000000001,0
HOORX,5.67,36.87,116,14.54,0,-3.1800000000000006,0
FCSGX,-3.6,34.4,133,14.81,0,9.28,1
USBNX,11.19,35.66,57,27.04,0,-9.16,0
RSOOX,21.88,51.22,82,31.4,0,-7.3900000000000015,0
FZAPX,17.66,43.14,524,25.51,0,2.17,1
HPECX,27.98,38.99,44,46.88,0,-12.86,0
JUEPX,27.73,46.67,57,40.08,0,2.9000000000000004,1
FGCKX,15.97,35.63,490,43.4,1,17.15,1
RSEKX,-9.94,39.82,104,20.52,0,6.370000000000001,1
HWCCX,6.53,49.24,72,34.66,0,-11.15,0
CSCRX,-2.98,34.93,94,25.2,0,23.1,1
DFSRX,10.07,40.95,38,41.67,0,6.6400000000000015,1
MNDFX,27.73,49.81,90,27.2,0,-6.12,0
RSVYX,9.32,48.14,56,34.38,0,-7.200000000000001,0
EISTX,28.83,42.15,54,42.39,0,6.349999999999998,1
ATDYX,10.23,50.86,37,47.52,0,-11.71,0
ANLRX,26.91,45.19,105,23.66,0,-9.16,0
VINIX,27.28,45.65,507,27.4,0,2.03,1
ODIYX,5.78,34.68,115,20.15,1,14.11,1
GGCCX,32.62,43.89,50,54.39,0,7.699999999999998,1
FLPSX,17.13,37.79,798,30.6,0,-4.820000000000001,0
HSIIX,-3.52,38.75,97,24.09,0,4.300000000000002,1
IPEAX,7.27,47.03,79,25.56,0,-6.9700000000000015,0
NGDLX,17.12,38.26,73,31.64,0,6.800000000000002,1
PLASX,9.74,40.77,717,13.97,1,-6.86,0
AHGCX,11.91,38.86,82,23.19,0,6.789999999999999,1
HSCYX,-3.51,34.38,120,16.59,0,15.22,1
MPIVX,19.33,38.64,111,25.44,0,-9.36,0
RMFBX,24.68,48.98,175,23.07,0,-6.300000000000002,0
LAFQX,24.07,52.63,72,21.94,0,-8.67,0
GQLVX,13.13,45.3,80,23.52,0,-9.2,0
PFJIX,-0.33,41.52,114,14.15,0,-6.2200000000000015,0
VASMX,-5.19,32.5,127,15.72,0,16.029999999999998,1
MCLVX,18.04,46.21,308,17.78,0,-8.4,0
TGVFX,24.39,40.87,45,44.13,0,7.779999999999998,1
IRVIX,15.93,44.87,157,25.36,0,-6.420000000000001,0
NDVCX,1.05,44.04,111,15.25,1,-5.7200000000000015,0
FRDTX,24.4,41.49,53,40.4,0,-2.26,0
SUVQX,6.3,42.58,197,17.7,0,-12.37,0
MVTIX,6.58,44.08,67,23.43,0,-5.44,0
LOGIX,23.93,41.67,28,48.52,0,-2.0900000000000016,0
TWQZX,18.2,43.71,45,32.52,0,-9.45,0
RMBMX,13.01,34.06,65,26.06,0,3.3299999999999983,1
BMIYX,13.27,51.82,53,37.09,0,-7.120000000000001,0
NEEGX,5.24,29.33,77,51.38,0,10.97,1
CMLEX,24.68,48.98,175,23.07,0,-5.260000000000002,0
MECZX,13.42,21.99,73,20.42,0,-10.29,0
FISGX,8.32,41.48,72,22.56,0,7.389999999999998,1
JDNAX,34.22,50.18,69,38.5,0,-2.1100000000000008,0
FIUUX,18.22,47.78,40,31.03,0,-8.88,0
JRAIX,28.07,43.02,81,49.6,0,7.449999999999998,1
RLECX,0.09,38.21,992,9.71,0,-5.550000000000002,0
NWCFX,28.55,44.35,50,47.13,1,9.329999999999998,1
EAVLX,20.67,46.53,78,29.38,0,-6.7200000000000015,0
RGAEX,16.32,41.62,392,35.89,0,6.59,1
LMNOX,-3.65,52.52,48,38.73,0,9.329999999999998,1
CFJIX,16.54,48.12,530,18.91,0,-3.5600000000000005,0
JLGPX,27.08,41.19,77,37.1,0,15.339999999999995,1
SOPAX,25.88,50.45,55,33.57,0,-3.2600000000000007,0
VGICX,18.64,46.29,96,21.31,0,-7.07,0
MEIHX,20.67,46.53,78,29.38,0,-6.67,0
TSLCX,1.94,44.26,107,14.57,0,-11.23,0
RTLCX,23.78,43.28,303,26.41,0,-3.1500000000000004,0
GINNX,24.77,36.2,32,37.02,0,3.53,1
KMKCX,36.88,13.42,49,49.85,0,-3.3200000000000003,0
TGWRX,13.24,36.9,108,34.29,0,17.569999999999997,1
MCFGX,27.36,43.72,54,44.66,0,6.850000000000001,1
FDVKX,13.01,41.46,112,23.8,0,-5.000000000000001,0
TWSIX,30.81,42.53,56,57.74,0,7.850000000000001,1
FTXSX,-2.92,41.97,53,24.83,0,11.89,1
TVLCX,11.62,46.62,48,30.8,0,-7.990000000000001,0
FERFX,32.37,45.53,37,56.46,0,-11.37,0
SSEIX,12.48,51.21,26,52.09,0,-6.580000000000001,0
MLPIX,6.39,43.64,299,10.53,0,-8.48,0
RYSEX,13.19,14.25,38,40.93,0,-8.05,0
FSSRX,-3.6,34.4,133,14.81,0,10.34,1
HGOAX,16.38,44.18,73,40.21,0,13.9,1
IRUNX,8.01,36.53,77,14.17,0,-6.78,0
SFMIX,13.87,36.36,96,18.81,0,9.119999999999996,1
VETAX,7.95,41.46,78,19.81,1,-4.540000000000001,0
KSMIX,10.31,45.74,79,22.07,0,-8.51,0
QRVLX,21.36,45.15,41,44.71,0,-5.330000000000001,0
OFAVX,16.83,47.28,78,19.38,0,-4.25,0
RSGFX,9.0,42.98,61,26.7,0,3.049999999999999,1
FICEX,32.95,44.05,52,50.22,0,8.07,1
EGOAX,29.91,44.69,52,30.7,0,-5.030000000000001,0
ARTLX,13.52,46.18,41,40.65,0,-6.910000000000001,0
MRVSX,0.39,43.84,171,9.44,0,-11.47,0
FMIMX,14.65,41.09,37,42.42,0,-5.4300000000000015,0
VGIIX,18.64,46.29,96,21.31,0,-5.540000000000001,0
BDAIX,28.46,43.22,36,45.95,0,2.41,1
MAIMX,5.66,46.7,136,11.61,0,-7.770000000000001,0
GAFFX,16.32,41.62,392,35.89,0,7.34,1
AULRX,30.27,42.76,63,52.32,0,11.59,1
GWGIX,13.23,38.13,80,19.48,0,2.140000000000001,1
JRSSX,21.07,43.74,255,18.68,0,-2.2500000000000018,0
HFCIX,27.43,64.52,19,80.86,0,-4.0200000000000005,0
FKBSX,-8.59,33.34,272,11.71,1,13.619999999999996,1
FLCOX,13.34,44.83,851,16.32,0,-5.570000000000001,0
CGOCX,-2.98,34.93,94,25.2,0,20.55,1
AGYWX,28.23,40.35,82,53.59,0,9.099999999999998,1
VCGRX,18.38,35.31,44,49.59,0,9.81,1
LCMIX,6.57,43.76,65,27.54,0,8.399999999999999,1
RPTTX,14.31,39.65,260,13.11,0,8.009999999999998,1
RSCYX,-8.33,43.24,41,38.97,1,8.409999999999998,1
VDSYX,28.58,44.89,79,30.44,0,-3.120000000000002,0
HSMRX,2.79,40.27,63,19.35,0,-6.86,0
EQTKX,22.84,49.51,91,20.72,0,-6.750000000000001,0
JGRUX,18.64,46.29,96,21.31,0,-5.530000000000001,0
LDPAX,27.29,50.52,171,11.81,0,-2.41,0
BRWTX,34.1,43.04,100,43.99,0,4.959999999999999,1
TRVLX,17.94,47.45,116,28.9,0,-3.8800000000000012,0
FCPGX,-2.52,34.54,227,13.79,0,8.809999999999997,1
JAENX,13.87,43.55,85,23.14,0,3.4399999999999995,1
SVPIX,0.58,39.13,453,7.75,0,-8.280000000000001,0
VYSAX,4.07,41.19,159,12.06,0,-5.1000000000000005,0
BAFAX,27.13,42.02,46,41.38,0,2.2799999999999976,1
NFEPX,26.09,41.34,49,46.3,0,9.15,1
GDGIX,26.92,45.85,63,31.66,0,-2.6000000000000014,0
AOGPX,29.24,44.46,48,49.36,0,9.9,1
PLJMX,26.37,46.39,156,28.74,0,2.6899999999999995,1
DDDIX,1.78,53.74,33,43.16,0,-2.700000000000001,0
RYTCX,10.97,33.17,119,17.55,0,-9.14,0
DREQX,24.91,39.71,53,46.16,1,10.53,1
DALCX,13.81,45.39,62,19.98,0,-8.350000000000001,0
GCMRX,6.49,43.96,114,16.66,0,-4.370000000000001,0
DHQAX,27.61,54.41,33,46.28,0,-11.2,0
LCBSX,2.31,45.89,93,25.59,0,19.77,1
BLVAX,25.3,48.88,79,23.18,0,-5.510000000000002,0
TEEFX,25.29,40.82,345,30.1,0,8.839999999999996,1
JSGTX,34.1,41.11,46,48.66,0,6.57,1
AVEDX,24.77,42.62,37,41.18,0,-4.66,0
RDVIX,14.77,29.98,69,34.63,0,-8.06,0
ESPCX,8.29,35.09,129,25.01,1,-8.65,0
DHPYX,3.67,46.51,60,29.74,0,-7.6400000000000015,0
JNVSX,25.09,49.07,38,39.23,0,-2.5700000000000007,0
TRSMX,18.61,36.87,29,44.68,0,6.34,1
KNPAX,22.89,28.61,52,63.01,0,-4.37,0
FMFMX,21.89,36.37,178,44.86,0,12.95,1
PJFAX,19.38,38.83,60,44.83,0,12.22,1
MMCFX,4.17,31.32,232,13.69,0,2.3599999999999994,1
TRGMX,4.0,40.53,111,19.8,0,7.549999999999998,1
KCSSX,5.5,42.04,128,14.85,0,-5.550000000000002,0
FRSGX,2.16,37.87,126,18.99,0,12.43,1
GSPUX,23.2,44.33,181,26.89,0,3.34,1
LSSIX,2.11,33.12,100,17.11,0,7.789999999999999,1
WFCIX,24.25,45.5,39,47.94,0,10.39,1
TSNRX,20.3,43.0,32,56.47,0,17.74,1
FGRAX,22.0,38.66,111,36.73,0,9.69,1
DFVEX,8.9,38.65,2375,5.55,0,-5.080000000000001,0
WOOPX,18.6,42.95,96,18.33,0,-5.28,0
FCIAX,22.23,45.93,207,34.18,0,-2.5700000000000007,0
DVLIX,1.69,42.66,63,23.9,0,-5.170000000000001,0
PSSNX,4.66,36.07,605,6.72,1,-2.5200000000000014,0
ASQIX,4.54,39.1,289,9.78,0,-4.620000000000001,0
FOCSX,-2.66,34.44,228,13.52,0,9.64,1
PFPFX,7.25,53.17,31,44.64,0,-12.670000000000002,0
BKMVX,25.75,44.31,190,14.88,0,-16.3,0
GABVX,9.63,43.97,64,53.95,0,-7.4300000000000015,0
MRIGX,3.94,43.48,99,25.25,1,2.92,1
PFACX,-0.33,41.52,114,14.15,0,-8.360000000000001,0
CCTRX,2.63,43.46,124,13.42,0,-7.3900000000000015,0
MIDKX,10.59,40.22,401,7.55,0,-4.210000000000001,0
SCNSX,5.55,43.65,84,18.39,0,-2.2300000000000004,0
RSDKX,9.0,42.98,61,26.7,0,3.6199999999999988,1
TSNCX,20.3,43.0,32,56.47,0,14.84,1
ECCPX,27.61,39.42,62,49.39,0,4.2200000000000015,1
JSVDX,15.55,39.25,51,25.77,0,-7.590000000000002,0
TSAGX,28.63,33.54,27,64.34,0,4.159999999999998,1
MCGFX,29.53,40.97,34,43.04,0,5.539999999999999,1
RGRYX,27.51,39.7,54,46.32,0,4.869999999999999,1
OAKLX,11.75,46.15,23,60.95,0,-11.82,0
SPVYX,6.1,45.86,410,14.56,0,-9.07,0
QNTAX,12.3,42.49,85,27.17,0,-12.13,0
CHTRX,29.92,46.9,76,41.46,0,-2.6900000000000013,0
AAAGX,31.56,44.55,45,55.73,0,9.29,1
LYRIX,14.55,58.23,34,47.37,0,-10.49,0
IRGFX,-0.78,40.52,80,23.76,0,7.709999999999997,1
ACZTX,5.27,32.72,63,24.11,0,-8.430000000000001,0
WAMCX,-7.19,30.7,88,24.17,1,26.42,1
CLFFX,13.67,48.67,34,37.21,0,-3.640000000000001,0
TRIWX,34.56,45.05,450,43.63,0,10.64,1
QLSCX,-0.01,40.72,299,13.11,0,-3.950000000000001,0
GCTCX,24.44,44.49,329,26.41,0,-4.260000000000002,0
GTCEX,29.4,48.34,42,34.34,0,-3.700000000000001,0
PURYX,26.37,46.39,156,28.74,0,2.379999999999999,1
LCGNX,28.2,40.64,34,50.81,0,9.920000000000002,1
USAUX,23.27,35.85,73,40.34,0,6.039999999999999,1
MAWCX,20.45,41.28,67,33.01,0,-6.6400000000000015,0
TWEIX,23.7,43.44,105,31.07,0,-6.240000000000001,0
FAEGX,22.34,36.29,180,45.29,0,10.31,1
VSVIX,0.39,43.84,171,9.44,0,-10.19,0
FDCAX,20.74,38.81,169,33.17,0,5.599999999999998,1
SMISX,20.08,40.61,114,40.96,0,10.89,1
MDVZX,27.73,49.81,90,27.2,0,-5.860000000000001,0
MEIJX,20.67,46.53,78,29.38,0,-6.150000000000001,0
BEGIX,25.46,50.56,37,39.42,0,-2.9000000000000004,0
LBGAX,6.57,43.76,65,27.54,0,7.6099999999999985,1
BIAGX,25.9,41.63,32,40.05,0,9.39,1
CFDRX,6.83,46.28,51,27.66,0,-4.98,0
PSMKX,5.51,38.93,125,18.1,0,8.359999999999996,1
ACMVX,11.87,41.78,96,20.7,1,-7.82,0
