Ticker,ROE Last Year (%),Debt/Capital Last Year (%),No. of Holdings in Portfolio,% Assets in Top 10 Holdings,"Closed to New Investors (Yes=1, No=0)",3-year Annualized Return vs. S&P500,Outperform / Underperform
RSDFX,21.88,51.22,82,31.4,0,-6.250000000000001,0
RICGX,22.23,45.93,207,34.18,0,-2.210000000000001,0
HWVAX,1.36,38.58,352,5.13,0,-8.430000000000001,0
MMCMX,2.34,37.51,243,16.59,0,2.28,1
MCBAX,9.4,47.32,90,26.14,0,-8.8,0
BFONX,21.51,36.09,25,69.14,0,6.029999999999998,1
ITETX,14.3,49.81,114,24.25,0,-7.86,0
CGRGX,18.28,40.72,6,100.01,0,2.129999999999999,1
PAVLX,17.94,47.45,116,28.9,0,-4.400000000000001,0
PCVCX,11.05,36.95,150,21.61,0,-15.0,0
NASDX,31.94,41.09,106,52.45,0,13.939999999999998,1
LZFOX,6.82,57.99,28,51.46,0,-7.73,0
VEXRX,5.82,41.07,698,9.69,0,7.899999999999999,1
AVEGX,31.49,48.17,31,49.85,0,3.129999999999999,1
ALCPX,26.91,45.19,105,23.66,0,-8.14,0
MSERX,2.28,33.32,268,9.73,0,9.509999999999998,1
MVUSX,12.25,47.16,154,19.97,0,-8.64,0
HVOTX,16.77,46.96,71,28.13,0,-6.130000000000001,0
AISZX,-0.71,33.45,92,27.84,0,17.869999999999994,1
ATDCX,10.23,50.86,37,47.52,0,-13.72,0
RVPHX,-4.27,24.78,115,22.54,0,10.57,1
FDFIX,27.52,45.61,507,26.88,0,2.1,1
JSCBX,4.99,39.03,95,19.37,0,-9.56,0
CDDYX,28.44,48.58,82,26.47,0,-2.3500000000000014,0
PEICX,17.93,49.78,70,23.71,0,-10.4,0
NBMRX,3.18,50.65,52,31.29,0,-12.37,0
ELCIX,26.65,39.94,62,46.12,0,7.979999999999998,1
IICAX,35.29,49.49,45,41.26,0,-3.98,0
JGMNX,4.5,40.7,125,19.08,1,3.549999999999999,1
JISCX,10.13,34.52,85,21.54,1,-10.73,0
BNSCX,-8.08,35.01,101,18.35,0,12.8,1
PFDEX,28.93,44.81,15,86.07,0,-6.7700000000000005,0
PAMCX,11.72,43.55,139,20.33,1,3.24,1
CMGVX,14.64,33.46,66,22.99,0,7.3599999999999985,1
HHDFX,22.38,48.24,29,41.29,0,-6.49,0
PBLCX,29.56,46.28,42,55.8,0,7.710000000000001,1
CVCFX,19.69,48.71,69,32.79,0,-9.36,0
HVOVX,16.77,46.96,71,28.13,0,-5.660000000000001,0
BARIX,18.24,42.69,66,38.09,0,7.6099999999999985,1
TPVIX,6.13,39.57,60,28.06,0,-7.2,0
PSMPX,12.58,47.32,61,21.34,0,-3.860000000000001,0
PEIIX,16.73,46.08,64,26.38,0,-2.950000000000001,0
SEEGX,27.08,41.19,77,37.1,0,15.9,1
JCNRX,10.25,48.6,45,44.05,0,5.57,1
LCEIX,19.34,49.75,81,28.22,1,-6.75,0
CSXCX,26.35,45.92,792,25.75,0,2.6999999999999997,1
SDGCX,24.38,42.46,76,40.52,0,7.41,1
SCVNX,4.33,38.05,146,13.38,0,-7.4300000000000015,0
HFDFX,13.22,40.2,81,18.91,0,-4.33,0
DLMCX,11.97,45.5,97,18.57,0,-10.96,0
MAWNX,20.45,41.28,67,33.01,0,-5.1000000000000005,0
QLSGX,-2.6,37.62,253,13.61,0,2.8000000000000007,1
EAGCX,24.06,43.22,24,55.26,0,7.16,1
BPSCX,9.03,47.06,150,19.15,0,-8.46,0
MOTAX,15.97,42.59,87,25.3,0,6.099999999999998,1
TLCIX,30.48,47.1,29,47.56,0,-3.7,0
NEFOX,13.86,49.15,53,31.65,0,-5.99,0
DHLYX,16.44,45.86,52,31.69,0,-3.530000000000001,0
STSVX,2.26,34.47,116,17.65,0,-4.600000000000001,0
GVCAX,9.63,43.97,64,53.95,0,-7.4300000000000015,0
BMSFX,13.58,40.47,146,16.5,0,-4.0200000000000005,0
JGAUX,0.93,40.87,519,8.45,0,-3.770000000000002,0
DMCVX,1.69,42.66,63,23.9,0,-5.6400000000000015,0
BRSGX,13.77,47.69,94,16.01,0,-3.76,0
TLCYX,30.48,47.1,29,47.56,0,-3.890000000000001,0
SPSAX,8.74,45.67,183,10.98,0,-11.82,0
HIGYX,29.2,48.21,42,36.09,0,-4.3900000000000015,0
SSMLX,0.91,39.43,1,100.0,0,4.889999999999999,1
RLUEX,18.51,43.93,27,58.67,0,-2.450000000000001,0
IEDRX,7.28,47.02,75,25.55,0,-7.160000000000001,0
ASMZX,-5.35,43.76,53,46.27,0,16.99,1
HFDYX,13.22,40.2,81,18.91,0,-4.500000000000001,0
SPSCX,8.74,45.67,183,10.98,0,-11.260000000000002,0
JDMAX,13.87,43.55,85,23.14,0,2.9800000000000004,1
MMIJX,5.66,46.7,136,11.61,0,-6.9300000000000015,0
CSMIX,3.09,31.89,193,10.49,0,-8.27,0
MASCX,-8.95,35.28,169,14.73,0,13.57,1
LGSCX,4.67,35.38,373,6.56,0,-5.8900000000000015,0
JPDEX,30.89,46.65,54,43.21,0,2.9599999999999986,1
ADNYX,-10.36,30.68,56,52.72,0,36.41,1
ACWIX,-1.56,45.5,67,32.56,0,6.849999999999998,1
TILHX,24.23,37.88,87,44.31,0,10.18,1
ABVYX,12.67,45.8,59,33.03,0,-11.010000000000002,0
LCGJX,28.2,40.64,34,50.81,0,10.639999999999997,1
BRULX,17.68,46.17,131,20.55,0,-7.85,0
JVLIX,13.45,43.73,92,26.16,0,-8.540000000000001,0
DSGEX,4.09,33.53,37,40.7,0,23.63,1
AFPUX,20.81,57.53,24,45.97,0,-17.450000000000006,0
BMSTX,13.58,40.47,146,16.5,0,-4.0200000000000005,0
WFEIX,9.32,33.07,65,25.97,0,14.11,1
DENVX,19.33,38.64,111,25.44,0,-9.79,0
WFSPX,27.24,45.66,513,27.27,0,2.0600000000000005,1
RGEBX,16.32,41.62,392,35.89,0,5.6099999999999985,1
RMEBX,24.68,48.98,175,23.07,0,-5.710000000000001,0
BDSKX,0.06,38.16,732,7.16,0,3.27,1
JFRDX,30.52,42.87,41,48.44,0,10.16,1
SGZFX,33.31,46.92,35,54.8,0,7.7600000000000025,1
SHRAX,14.03,43.08,54,54.69,0,-3.03,0
SUWCX,26.25,47.55,115,35.36,0,-2.120000000000001,0
CVSDX,17.61,45.57,438,18.89,0,-4.91,0
ASPYX,26.01,38.07,90,48.81,0,10.009999999999998,1
VTSAX,22.61,44.62,3634,22.34,0,2.7100000000000013,1
KDHIX,25.91,45.99,44,27.66,0,-7.250000000000001,0
LMOPX,-3.65,52.52,48,38.73,0,7.120000000000001,1
LVORX,15.59,39.31,74,19.9,0,-4.260000000000002,0
JHJRX,28.08,49.22,64,34.53,0,3.1599999999999984,1
BRUKX,17.68,46.17,131,20.55,0,-8.39,0
BWLRX,16.57,45.66,104,15.96,0,-10.18,0
TRSAX,23.74,39.14,87,45.62,0,6.929999999999996,1
ALGZX,29.93,41.48,69,48.14,0,8.18,1
SMVSX,3.52,45.94,72,31.61,0,-8.370000000000001,0
DCCRX,1.48,37.61,147,13.82,1,-3.140000000000001,0
BRGKX,24.47,45.05,1025,23.99,0,2.68,1
TWCUX,30.27,42.76,63,52.32,0,12.7,1
TADFX,26.27,44.63,40,32.97,0,-11.74,0
PEMGX,14.58,53.61,84,29.55,1,2.039999999999999,1
VRMCX,26.93,38.09,32,43.55,0,3.1300000000000012,1
MDVSX,21.71,48.45,247,23.98,0,-7.73,0
STSGX,5.07,33.17,95,19.91,0,8.059999999999999,1
TIHGX,31.66,36.63,46,56.96,0,6.709999999999997,1
LMBCX,4.67,35.38,373,6.56,0,-7.31,0
LAVYX,22.2,47.85,75,22.34,0,-7.16,0
PSYGX,2.34,36.33,91,19.06,0,14.09,1
LGILX,30.0,43.27,51,46.16,0,8.29,1
GSPSX,23.2,44.33,181,26.89,0,2.25,1
MFEJX,28.24,40.32,76,43.55,0,8.629999999999999,1
KCVVX,19.5,45.73,68,22.14,0,-7.31,0
EIPDX,14.97,41.39,182,6.72,0,-6.870000000000001,0
HRLVX,18.24,38.33,47,33.69,0,-2.3100000000000005,0
DRSVX,5.99,41.05,103,18.95,0,-10.52,0
FACSX,9.89,43.17,73,20.43,0,-9.91,0
GWILX,26.53,46.83,71,25.61,0,-4.3500000000000005,0
CBMSX,11.11,39.59,50,28.61,0,-5.770000000000001,0
ANVIX,26.91,45.19,105,23.66,0,-7.940000000000001,0
PNBAX,26.91,45.19,105,23.66,0,-8.65,0
PMFPX,10.63,40.46,404,9.38,0,-2.59,0
AICFX,22.23,45.93,207,34.18,0,-2.990000000000001,0
ATDIX,10.23,50.86,37,47.52,0,-11.45,0
ESSIX,20.26,49.55,43,34.53,0,-4.830000000000001,0
AUIZX,29.25,48.83,68,40.45,0,-5.7200000000000015,0
TQMIX,9.93,36.66,76,24.85,0,6.59,1
PNOBX,23.76,48.28,68,35.23,1,4.5299999999999985,1
AUICX,29.25,48.83,68,40.45,0,-7.8900000000000015,0
PPQNX,16.32,36.97,391,17.86,1,5.3599999999999985,1
IGRFX,13.6,31.11,69,26.98,0,14.55,1
TRZZX,3.75,34.51,273,12.21,1,7.719999999999999,1
GSRIX,25.13,49.28,132,18.17,1,-3.4200000000000013,0
SWPPX,27.27,45.66,508,27.08,0,2.039999999999999,1
HSRRX,-3.52,38.75,97,24.09,0,3.139999999999999,1
VVOCX,9.32,48.26,56,37.64,0,-11.62,0
TNVAX,0.5,46.75,145,24.27,0,-6.2200000000000015,0
MSMFX,-15.1,37.12,55,44.11,0,43.00999999999999,1
BACVX,7.29,35.91,175,10.68,0,-9.98,0
MGRPX,-5.08,34.43,46,51.16,0,28.54,1
HFMTX,7.54,40.51,100,19.31,0,3.01,1
TDVFX,1.58,55.36,31,38.29,0,-14.15,0
BPTUX,9.7,41.31,32,88.01,0,40.56999999999999,1
TVRFX,18.41,42.37,37,47.28,0,-4.120000000000001,0
VEIPX,22.94,48.25,185,26.85,0,-5.170000000000001,0
CVGRX,19.65,38.6,178,43.72,0,4.48,1
JPELX,30.89,46.65,54,43.21,0,3.2899999999999987,1
JVSIX,15.55,39.25,51,25.77,0,-7.52,0
FFIDX,36.1,43.72,111,43.63,0,3.9099999999999984,1
MFUNX,12.25,47.16,154,19.97,0,-9.88,0
WSCGX,-1.7,39.82,128,14.14,1,3.93,1
MXMGX,10.36,42.59,157,19.21,0,3.3599999999999994,1
HWSIX,2.38,39.9,64,38.2,0,-9.87,0
CMVIX,35.58,43.46,180,42.44,0,7.2399999999999975,1
NVDAX,18.74,40.33,10,100.0,0,-2.450000000000001,0
FVADX,6.12,35.23,89,25.89,0,-5.110000000000001,0
HVOCX,16.77,46.96,71,28.13,0,-8.43,0
EPLDX,24.77,51.58,106,18.13,0,-6.5600000000000005,0
CRMEX,3.91,43.57,43,32.97,0,-6.380000000000001,0
OBSIX,0.99,38.24,65,26.47,0,5.32,1
TPWCX,26.42,46.88,467,21.39,0,2.7399999999999984,1
GSMGX,3.32,35.32,107,18.49,0,11.36,1
GUERX,10.24,42.96,43,31.81,1,2.5699999999999985,1
SVAIX,18.86,50.79,42,41.9,0,-10.57,0
WLVLX,24.92,37.89,107,18.24,0,-3.5700000000000003,0
TCLCX,17.05,47.1,86,25.24,0,-8.55,0
DSGIX,0.08,35.24,370,9.3,0,6.819999999999998,1
VWNDX,9.35,45.3,129,19.03,0,-4.920000000000001,0
SCAYX,30.81,52.58,108,19.53,0,-11.6,0
BRUGX,17.68,46.17,131,20.55,0,-9.39,0
RMFHX,24.68,48.98,175,23.07,0,-4.290000000000001,0
TRMVX,15.97,47.39,220,21.05,0,-9.52,0
TLORX,24.95,46.19,162,21.73,0,-8.96,0
GSRRX,25.13,49.28,132,18.17,1,-4.4700000000000015,0
JCAPX,30.52,42.87,41,48.44,0,10.29,1
TSPIX,1.92,32.35,49,34.88,0,5.1400000000000015,1
CSRYX,13.94,50.95,39,35.82,0,-5.570000000000001,0
HAMVX,11.57,48.57,145,14.54,0,-11.99,0
SWLSX,38.42,44.5,121,47.6,0,3.3299999999999983,1
DDFRX,19.34,49.75,81,28.22,0,-7.41,0
BASAX,0.54,39.39,84,26.97,0,5.84,1
HICVX,20.02,52.91,52,27.15,0,-11.3,0
ABSKX,5.08,41.03,101,15.39,0,-9.87,0
MJRFX,6.14,45.33,98,20.75,0,-4.15,0
JLGZX,27.08,41.19,77,37.1,0,14.77,1
VSOIX,5.5,31.18,113,15.2,1,-4.24,0
LSVAX,7.99,40.2,127,13.17,0,-9.36,0
PCCOX,26.44,45.27,246,27.77,0,2.28,1
SFMRX,13.87,36.36,96,18.81,0,9.54,1
VFPIX,5.14,42.28,31,58.32,0,-4.840000000000002,0
GBSCX,17.41,30.45,56,30.2,0,-5.98,0
SEQUX,19.15,33.26,30,47.72,0,3.219999999999999,1
JCNAX,10.25,48.6,45,44.05,0,6.77,1
SZCIX,7.01,42.89,96,24.53,0,-3.28,0
SBHAX,22.71,43.56,62,28.08,0,2.3599999999999994,1
VVOSX,9.32,48.26,56,37.64,0,-9.4,0
DFSGX,8.88,37.71,47,34.63,0,9.46,1
BISCX,-8.08,35.01,101,18.35,0,13.36,1
CCASX,6.95,29.53,52,30.54,1,6.169999999999997,1
FGIRX,20.88,50.44,179,37.08,0,-4.500000000000001,0
SSETX,-15.32,29.89,99,25.47,0,19.48,1
WPSIX,29.22,47.96,21,63.01,0,5.949999999999998,1
SVFFX,25.89,53.57,30,52.88,0,-3.150000000000001,0
WSMIX,14.22,36.85,72,19.08,0,-10.88,0
ENSBX,27.77,48.71,23,65.08,0,6.66,1
SDIVX,24.51,48.61,23,54.38,0,-9.36,0
JNVYX,25.09,49.07,38,39.23,0,-2.040000000000001,0
SELCX,32.62,43.35,161,39.96,0,7.1099999999999985,1
POPFX,11.39,36.06,80,24.46,0,-4.500000000000001,0
USPFX,26.77,53.2,29,64.89,0,-4.690000000000001,0
ALCKX,31.44,33.09,53,46.37,0,7.879999999999999,1
JMGFX,12.22,40.57,110,16.57,0,12.330000000000002,1
FEAIX,32.37,45.53,37,56.46,0,-11.05,0
QMLAX,15.47,36.74,9,92.75,0,2.1999999999999997,1
TRMIX,5.41,41.93,97,23.29,0,-5.920000000000001,0
MVIAX,17.44,47.55,258,18.74,0,-5.120000000000001,0
RVPIX,-4.27,24.78,115,22.54,0,10.73,1
TGVNX,7.39,43.53,63,31.22,0,-10.19,0
GMVCX,7.49,42.65,197,10.2,0,-8.17,0
HILVX,18.24,38.33,47,33.69,0,-2.5300000000000007,0
DHTYX,7.51,46.68,35,48.18,0,-2.66,0
ICVPX,2.61,43.44,123,13.39,0,-7.200000000000001,0
RICFX,22.23,45.93,207,34.18,0,-2.3100000000000005,0
WFSSX,5.9,40.92,76,21.7,0,-5.870000000000001,0
WFLVX,17.74,39.05,110,25.3,0,-7.450000000000001,0
IHSUX,-3.51,34.38,120,16.59,0,15.21,1
HFMIX,7.54,40.51,100,19.31,0,2.99,1
PTWAX,20.23,40.34,45,37.92,0,2.7300000000000004,1
ISGEX,-0.78,40.52,80,23.76,0,6.7499999999999964,1
VSEMX,0.32,39.54,3340,7.65,0,5.299999999999999,1
BALVX,19.13,46.64,81,23.54,0,-8.620000000000001,0
RSMRX,12.0,35.45,74,20.47,0,3.129999999999999,1
MSCGX,9.9,40.68,470,8.58,0,-2.2300000000000004,0
SMDOX,16.31,44.66,32,50.71,0,-2.390000000000001,0
SMDLX,28.24,54.67,83,36.62,0,-6.290000000000001,0
GATAX,17.28,44.6,439,22.68,0,-5.350000000000001,0
EFCAX,15.74,41.75,68,40.42,0,10.989999999999998,1
GCMAX,6.49,43.96,114,16.66,0,-3.850000000000001,0
SDVRX,2.55,41.96,190,10.63,1,-15.44,0
COGLX,27.06,49.77,123,18.91,0,-3.0600000000000005,0
MNNAX,27.97,44.85,79,28.49,0,-5.290000000000001,0
MPDIX,40.8,41.38,73,42.68,0,5.6,1
OIERX,19.37,46.33,87,22.55,0,-4.770000000000001,0
MOTZX,15.97,42.59,87,25.3,0,7.23,1
FFIOX,29.47,36.15,41,32.26,0,-16.32,0
LADVX,-6.16,30.88,102,17.28,0,24.46,1
GMYPX,16.01,45.96,85,23.48,0,-6.32,0
MNDHX,-1.95,38.99,121,18.02,0,14.38,1
LGOFX,7.15,42.42,100,19.25,0,9.11,1
MXNZX,11.55,41.59,400,7.32,0,-2.130000000000001,0
HFCVX,20.02,52.91,52,27.15,0,-11.7,0
EAFRX,32.37,45.53,37,56.46,0,-11.52,0
CGQFX,38.66,47.11,69,45.88,0,4.34,1
GTMUX,3.32,35.32,107,18.49,0,13.81,1
POLIX,31.42,37.69,25,58.11,0,10.41,1
DSEFX,27.55,45.05,323,34.89,0,3.34,1
FAKDX,9.6,44.13,36,42.99,0,-7.81,0
LMORX,-3.65,52.52,48,38.73,0,8.149999999999999,1
SCVAX,4.33,38.05,146,13.38,0,-8.030000000000001,0
SPSDX,8.74,45.67,183,10.98,0,-13.25,0
NMUCX,23.55,47.38,44,42.81,0,-4.12,0
ACFGX,8.57,42.44,40,50.68,0,22.32,1
LOVLX,14.38,44.93,77,18.35,0,-8.030000000000001,0
OVECX,10.91,46.91,41,35.51,0,-9.34,0
OGFAX,27.51,45.62,506,26.97,0,2.01,1
ANOGX,-1.98,41.98,143,13.37,0,13.46,1
FFDKX,36.1,43.72,111,43.63,0,4.099999999999998,1
ADNAX,-10.36,30.68,56,52.72,0,37.14,1
OCLGX,24.23,40.74,126,41.85,0,3.810000000000001,1
CBEJX,12.31,41.77,48,29.69,0,-5.1400000000000015,0
CFSIX,20.3,43.0,32,56.47,0,17.16,1
LBGCX,6.57,43.76,65,27.54,0,5.949999999999998,1
TSCHX,1.43,36.63,417,7.72,1,-2.390000000000001,0
LCBIX,8.64,43.87,75,21.23,0,-12.24,0
LGLVX,15.94,37.03,79,33.77,0,20.36,1
MNRMX,26.1,45.33,31,49.6,0,-8.48,0
LCIAX,24.54,45.02,1004,24.22,0,2.74,1
SGFCX,-12.89,36.45,136,24.74,0,25.05,1
OLGCX,27.08,41.19,77,37.1,0,14.209999999999996,1
MSEFX,13.07,38.87,76,28.94,0,-2.6500000000000004,0
MXOAX,10.13,46.11,41,37.99,0,-5.820000000000001,0
IRLSX,38.83,46.21,110,54.12,0,9.66,1
VVISX,1.65,47.33,29,53.52,0,-5.6000000000000005,0
SCGNX,-2.04,42.14,45,33.03,0,8.93,1
RSGCX,13.49,45.13,470,23.21,0,-4.07,0
JMGPX,12.22,40.57,110,16.57,0,11.32,1
MARFX,6.14,45.33,98,20.75,0,-4.2700000000000005,0
WSCRX,-1.7,39.82,128,14.14,1,4.059999999999999,1
QBLGX,36.33,47.19,102,41.6,1,6.98,1
VDSRX,28.58,44.89,79,30.44,0,-2.9600000000000017,0
AVFIX,5.65,39.08,640,11.91,0,-7.710000000000001,0
ATIRX,15.26,59.77,27,59.42,0,-6.780000000000001,0
LCBVX,22.35,51.22,55,34.04,0,-6.9700000000000015,0
JHSGX,34.1,41.11,46,48.66,0,6.029999999999998,1
ATDAX,10.23,50.86,37,47.52,0,-12.21,0
EICVX,14.32,45.3,41,34.51,0,-6.8100000000000005,0
HDGCX,20.81,46.77,75,29.96,0,-5.560000000000001,0
BSVGX,7.29,35.91,175,10.68,0,-9.16,0
ALVIX,17.59,40.99,45,40.88,0,-6.6000000000000005,0
SPYGX,-9.18,49.43,26,49.17,0,22.62,1
LLSCX,5.46,57.97,17,65.19,0,-4.7,0
DMCYX,1.69,42.66,63,23.9,0,-4.94,0
HSMAX,2.79,40.27,63,19.35,0,-6.590000000000002,0
SASVX,11.41,38.54,56,40.16,0,-10.16,0
DWOAX,24.91,39.71,53,46.16,0,10.13,1
LSITX,25.08,43.58,48,44.3,0,6.1099999999999985,1
CFDAX,33.65,38.87,44,29.03,0,-7.170000000000001,0
ETGLX,6.85,40.94,77,35.55,0,12.5,1
THLCX,31.56,44.55,45,55.73,0,10.080000000000002,1
BAWAX,29.34,41.05,34,39.02,0,10.06,1
SLRYX,32.62,43.35,161,39.96,0,7.66,1
PIGFX,35.11,44.99,40,48.13,0,5.41,1
GACIX,10.74,40.94,440,19.45,0,-6.070000000000001,0
TVOAX,5.01,41.19,92,21.6,0,-8.780000000000001,0
SEMCX,20.34,42.86,220,10.05,0,-6.700000000000001,0
ALFVX,4.6,34.51,6,100.0,0,2.889999999999999,1
BGMAX,15.76,37.34,75,21.29,0,3.2399999999999984,1
JCVSX,-1.16,46.78,39,39.39,0,-13.170000000000002,0
TWQCX,18.2,43.71,45,32.52,0,-11.8,0
EATVX,21.89,47.63,68,31.25,0,-4.61,0
SMMIX,20.08,40.61,114,40.96,1,10.59,1
PLXGX,18.38,35.31,44,49.59,0,8.689999999999998,1
TFCCX,30.48,47.1,29,47.56,0,-5.9700000000000015,0
TSMDX,9.79,39.48,69,25.31,0,-2.860000000000001,0
MRLIX,37.53,43.76,56,23.48,0,2.5,1
CICEX,22.23,45.93,207,34.18,0,-3.45,0
HMVJX,8.54,40.9,83,19.39,0,-7.330000000000001,0
VRTGX,-2.73,35.09,1161,6.68,0,7.170000000000003,1
RIMHX,25.73,53.54,74,31.68,0,-9.57,0
TILWX,24.23,37.88,87,44.31,0,11.22,1
FFQCX,20.25,36.94,44,47.14,0,12.52,1
DDDAX,1.78,53.74,33,43.16,0,-3.2300000000000004,0
CCSMX,15.19,29.79,51,29.59,0,6.02,1
VSTSX,22.61,44.62,3634,22.34,0,2.77,1
FEICX,17.85,48.13,120,22.54,0,-9.24,0
HSVRX,8.42,39.53,56,29.87,0,-4.500000000000001,0
ACAYX,26.92,39.22,76,52.25,0,9.84,1
CPECX,29.29,48.45,29,49.61,0,-5.65,0
FSCRX,10.65,42.76,88,30.13,0,-4.630000000000001,0
MDBAX,9.4,47.32,90,26.14,0,-7.120000000000001,0
CPODX,-9.08,34.39,45,48.8,0,35.09,1
LMVOX,2.51,48.15,45,31.26,0,-4.090000000000002,0
NOLVX,14.27,41.83,167,20.48,0,-6.57,0
NBMBX,6.77,40.72,92,17.59,1,6.719999999999999,1
GTTTX,5.45,39.66,428,8.51,0,-6.960000000000001,0
AZSPX,6.9,27.11,194,13.93,0,-4.16,0
VISGX,3.28,36.64,613,7.35,1,8.669999999999998,1
SVACX,18.86,50.79,42,41.9,0,-12.59,0
MDDRX,21.71,48.45,247,23.98,0,-8.430000000000001,0
FCGSX,16.0,35.39,490,42.75,1,19.04,1
WLCVX,12.72,45.93,441,30.78,0,-9.63,0
HFDRX,13.22,40.2,81,18.91,0,-5.800000000000002,0
DREVX,30.02,44.44,47,41.79,0,3.3599999999999994,1
NWQRX,8.15,33.08,58,27.51,0,-9.29,0
EAFVX,13.13,40.01,38,35.41,0,-4.19,0
PECAX,18.6,42.95,96,18.33,0,-5.78,0
FRSLX,8.32,41.48,72,22.56,0,6.830000000000003,1
FCMVX,16.29,37.39,86,37.7,0,-10.11,0
FCGAX,26.82,41.82,135,28.99,0,5.4499999999999975,1
AAUTX,19.91,46.55,88,29.18,0,-7.550000000000002,0
OTCIX,13.35,39.89,107,23.0,0,9.170000000000002,1
GSRCX,25.13,49.28,132,18.17,1,-5.460000000000001,0
TLGCX,20.19,43.09,54,45.22,0,-3.700000000000001,0
PEIJX,16.73,46.08,64,26.38,0,-3.3300000000000014,0
CSSWX,5.3,35.71,76,22.87,0,5.529999999999998,1
HUMEX,9.52,47.13,43,46.38,0,-11.79,0
MEIAX,20.67,46.53,78,29.38,0,-6.67,0
JSMGX,4.5,40.7,125,19.08,1,3.34,1
HQIFX,19.35,46.06,70,27.81,0,-5.630000000000001,0
MSPRX,7.24,35.97,43,53.17,0,15.11,1
MSSCX,-10.0,39.72,113,25.73,0,13.579999999999998,1
FDGFX,19.75,48.05,129,24.33,0,-5.0600000000000005,0
SWANX,33.74,46.97,143,35.89,0,-2.7200000000000006,0
FVWSX,24.31,34.91,357,45.56,0,5.479999999999999,1
BIASX,0.54,39.39,84,26.97,0,6.399999999999999,1
EMIVX,28.83,42.15,54,42.39,0,5.289999999999999,1
JSJIX,2.17,40.08,56,26.29,0,2.9499999999999997,1
MLUYX,11.84,41.79,95,20.83,0,-8.22,0
TRSEX,1.43,36.63,417,7.72,1,-2.74,0
KSMVX,10.31,45.74,79,22.07,0,-9.02,0
LAVSX,22.2,47.85,75,22.34,0,-7.66,0
IVALX,12.48,47.31,39,33.44,0,-6.84,0
ABCVX,30.55,45.8,33,43.08,0,-2.8800000000000012,0
CSECX,25.77,48.22,84,39.82,0,4.7799999999999985,1
ACSDX,9.82,46.41,83,25.49,0,-9.08,0
NMAVX,7.91,27.26,58,46.29,0,-3.110000000000001,0
TIRTX,24.23,37.88,87,44.31,0,9.69,1
MFCCX,0.41,43.81,74,25.11,0,-2.08,0
LMSAX,6.79,43.68,92,17.12,0,-4.270000000000001,0
RCMFX,18.04,23.34,29,61.03,0,-5.82,0
FIKNX,7.21,41.03,98,19.68,0,-5.0600000000000005,0
CGRWX,11.07,48.9,36,46.22,0,-8.540000000000001,0
MBCGX,25.63,38.89,147,42.18,0,5.219999999999999,1
CMCCX,14.64,33.46,66,22.99,0,5.0299999999999985,1
JCVVX,-1.16,46.78,39,39.39,0,-12.28,0
TSVIX,6.13,40.45,216,14.69,0,-6.360000000000001,0
FBSRX,10.97,44.89,52,31.38,0,-10.760000000000002,0
SLVRX,13.94,50.95,39,35.82,0,-6.78,0
VASVX,3.92,42.95,129,17.76,0,-8.440000000000001,0
GMVRX,7.49,42.65,197,10.2,0,-7.15,0
LOGWX,-6.16,30.88,102,17.28,0,24.479999999999997,1
MMDEX,36.34,43.91,207,46.38,0,8.18,1
VWUAX,21.33,41.46,256,37.92,0,15.799999999999995,1
BOSVX,2.31,43.13,670,7.53,0,-10.510000000000002,0
FSGAX,2.16,37.87,126,18.99,0,12.979999999999995,1
HDMBX,-4.01,34.37,120,16.66,1,15.04,1
DRGYX,10.07,46.06,84,26.9,0,-6.51,0
PSTWX,4.8,40.45,1601,13.19,0,-8.25,0
ADCYX,32.49,44.59,145,47.66,0,4.869999999999999,1
TCMSX,3.76,31.33,84,24.07,0,6.759999999999998,1
LBISX,24.28,47.34,218,31.14,0,-8.120000000000001,0
GSXPX,5.45,39.66,428,8.51,0,-6.360000000000001,0
ATRIX,12.37,53.6,104,18.76,0,-4.15,0
FUQIX,43.39,44.28,82,50.46,0,3.65,1
FFMMX,24.68,48.98,175,23.07,0,-4.3500000000000005,0
SENCX,24.06,40.18,45,44.8,0,3.229999999999998,1
HGITX,26.31,44.68,72,31.6,0,3.169999999999998,1
FTVZX,13.31,53.17,67,25.96,0,-4.830000000000001,0
AUIKX,29.25,48.83,68,40.45,0,-6.58,0
LGLQX,15.94,37.03,79,33.77,0,18.86,1
FDGIX,19.72,48.03,129,24.26,0,-5.130000000000001,0
RESCX,8.29,40.96,69,24.12,0,3.810000000000001,1
LOGRX,23.93,41.67,28,48.52,0,-2.700000000000001,0
GQPSX,31.06,41.83,3,98.98,0,3.65,1
VYCAX,22.52,51.65,103,12.19,0,-2.74,0
PVIVX,-9.13,42.32,56,36.53,0,7.57,1
JLGQX,27.08,41.19,77,37.1,0,15.9,1
IRVSX,15.93,44.87,157,25.36,0,-6.940000000000001,0
AASSX,5.65,39.08,640,11.91,0,-8.620000000000001,0
PJARX,4.8,40.45,1601,13.19,0,-8.620000000000001,0
ASVPX,11.05,36.95,150,21.61,0,-13.04,0
LMCSX,14.38,44.93,77,18.35,0,-8.71,0
REGWX,-9.94,39.82,104,20.52,0,5.73,1
FLMVX,9.81,44.33,111,15.45,1,-7.460000000000001,0
ALVRX,17.59,40.99,45,40.88,0,-7.590000000000002,0
DTCCX,31.19,46.03,37,47.0,0,2.41,1
AEIMX,23.7,43.44,105,31.07,0,-4.8100000000000005,0
